DT,prcp,pres,dwpt,wdir,wspd,San_Antonio,rhum,temp
2022-11-15 15:00:00,0.0,1027.0,-1.7,10.0,18.4,0.349988,53.0,7.2
2022-11-15 16:00:00,0.0,1026.8,-1.0,10.0,24.1,0.299793,50.0,8.9
2022-11-15 17:00:00,0.0,1026.8,-1.0,10.0,24.1,0.280544,50.0,8.9
2022-11-15 18:00:00,0.0,1025.5,0.0,20.0,14.8,0.275588,43.0,12.2
2022-11-15 19:00:00,0.0,1024.6,-0.5,350.0,11.2,0.307342,40.0,12.8
2022-11-15 20:00:00,0.0,1024.7,-0.1,10.0,18.4,0.308207,41.0,12.8
2022-11-15 21:00:00,0.0,1024.7,0.0,20.0,11.2,0.279622,43.0,12.2
2022-11-15 22:00:00,0.0,1024.7,0.0,20.0,11.2,0.337828,43.0,12.2
2022-11-15 23:00:00,0.0,1025.8,0.6,10.0,20.5,0.37062,52.0,10.0
2022-11-16 00:00:00,0.0,1026.6,0.6,20.0,13.0,0.434705,56.0,8.9
2022-11-16 01:00:00,0.0,1027.0,0.5,30.0,11.2,0.442773,60.0,7.8
2022-11-16 02:00:00,0.0,1027.0,0.5,30.0,11.2,0.446865,60.0,7.8
2022-11-16 03:00:00,0.0,1027.8,1.0,360.0,5.4,0.457699,67.0,6.7
2022-11-16 04:00:00,0.0,1028.2,1.0,20.0,5.4,0.41488,67.0,6.7
2022-11-16 05:00:00,0.0,1028.3,1.6,90.0,5.4,0.386007,73.0,6.1
2022-11-16 06:00:00,0.0,1028.4,1.6,50.0,7.6,0.353389,73.0,6.1
2022-11-16 07:00:00,0.0,1028.4,1.6,50.0,7.6,0.338174,73.0,6.1
2022-11-16 08:00:00,0.0,1028.4,1.6,50.0,11.2,0.316678,73.0,6.1
2022-11-16 09:00:00,0.0,1029.4,1.6,50.0,5.4,0.304518,73.0,6.1
2022-11-16 10:00:00,0.0,1029.4,1.6,50.0,14.8,0.322211,73.0,6.1
2022-11-16 11:00:00,0.0,1029.8,1.1,50.0,13.0,0.356443,73.0,5.6
2022-11-16 12:00:00,0.0,1029.8,1.1,50.0,13.0,0.414765,73.0,5.6
2022-11-16 13:00:00,0.0,1030.7,1.1,40.0,14.8,0.460293,73.0,5.6
2022-11-16 14:00:00,0.0,1031.9,1.0,80.0,9.4,0.449919,70.0,6.1
2022-11-16 15:00:00,0.0,1031.8,-0.5,80.0,9.4,0.375288,54.0,8.3
2022-11-16 16:00:00,0.0,1031.8,-0.5,70.0,24.1,0.292819,54.0,8.3
2022-11-16 17:00:00,0.0,1030.7,-1.7,40.0,20.5,0.263658,38.0,12.2
2022-11-16 18:00:00,0.0,1029.3,-2.2,30.0,14.8,0.244871,34.0,13.3
2022-11-16 19:00:00,0.0,1028.3,-2.1,60.0,14.8,0.244237,33.0,13.9
2022-11-16 20:00:00,0.0,1027.9,-2.0,70.0,16.6,0.273859,31.0,15.0
2022-11-16 21:00:00,0.0,1027.9,-2.0,70.0,16.6,0.278527,31.0,15.0
2022-11-16 22:00:00,0.0,1028.1,-2.7,60.0,11.2,0.344053,34.0,12.8
2022-11-16 23:00:00,0.0,1028.1,-2.7,60.0,11.2,0.38935,34.0,12.8
2022-11-17 00:00:00,0.0,1029.4,-2.3,40.0,11.2,0.384048,42.0,10.0
2022-11-17 01:00:00,0.0,1030.3,-2.9,30.0,9.4,0.385719,42.0,9.4
2022-11-17 02:00:00,0.0,1030.3,-2.9,30.0,9.4,0.426176,42.0,9.4
2022-11-17 03:00:00,0.0,1030.6,-1.7,20.0,7.6,0.420297,51.0,7.8
2022-11-17 04:00:00,0.0,1031.1,-1.7,10.0,11.2,0.400818,53.0,7.2
2022-11-17 05:00:00,0.0,1030.8,-1.2,20.0,9.4,0.394537,53.0,7.8
2022-11-17 06:00:00,0.0,1030.8,-1.2,20.0,9.4,0.368545,53.0,7.8
2022-11-17 07:00:00,0.0,1030.2,-0.7,20.0,11.2,0.344225,55.0,7.8
2022-11-17 08:00:00,0.0,1029.9,-0.5,360.0,13.0,0.331316,54.0,8.3
2022-11-17 09:00:00,0.0,1030.2,-0.5,350.0,5.4,0.308437,54.0,8.3
2022-11-17 10:00:00,0.0,1030.0,-0.7,330.0,5.4,0.303827,55.0,7.8
2022-11-17 11:00:00,0.0,1030.0,-0.7,330.0,5.4,0.332296,55.0,7.8
2022-11-17 12:00:00,0.0,1030.1,0.0,320.0,9.4,0.374193,58.0,7.8
2022-11-17 13:00:00,0.0,1030.6,0.5,290.0,5.4,0.429,58.0,8.3
2022-11-17 14:00:00,0.0,1031.2,-0.5,0.0,0.0,0.422257,48.0,10.0
2022-11-17 15:00:00,0.0,1031.5,-1.2,60.0,5.4,0.376671,44.0,10.6
2022-11-17 16:00:00,0.0,1031.5,-1.2,60.0,5.4,0.310915,44.0,10.6
2022-11-17 17:00:00,0.0,1029.9,-3.1,120.0,5.4,0.291321,33.0,12.8
2022-11-17 18:00:00,0.0,1029.9,-3.1,120.0,5.4,0.277086,33.0,12.8
2022-11-17 19:00:00,0.0,1027.2,-3.9,0.0,11.2,0.313912,29.0,13.9
2022-11-17 20:00:00,0.0,1026.5,-3.0,135.0,9.4,0.301464,30.0,14.4
2022-11-17 21:00:00,0.0,1026.5,-3.0,70.0,9.4,0.301579,30.0,14.4
2022-11-17 22:00:00,0.0,1025.9,-2.1,120.0,11.2,0.329991,33.0,13.9
2022-11-17 23:00:00,0.0,1025.9,-2.1,120.0,11.2,0.38157,33.0,13.9
2022-11-18 00:00:00,0.0,1026.6,-2.2,130.0,9.4,0.421335,34.0,13.3
2022-11-18 01:00:00,0.0,1026.9,-1.0,170.0,18.4,0.438681,40.0,12.2
2022-11-18 02:00:00,0.0,1026.9,-1.0,170.0,18.4,0.423467,40.0,12.2
2022-11-18 03:00:00,0.0,1027.2,-1.7,160.0,14.8,0.407561,41.0,11.1
2022-11-18 04:00:00,0.0,1027.1,-1.1,190.0,5.4,0.383011,46.0,10.0
2022-11-18 05:00:00,0.0,1026.9,-0.5,0.0,0.0,0.356328,50.0,9.4
2022-11-18 06:00:00,0.0,1026.9,-0.5,0.0,0.0,0.352755,50.0,9.4
2022-11-18 07:00:00,0.0,1025.8,0.6,120.0,5.4,0.327167,52.0,10.0
2022-11-18 08:00:00,0.0,1025.4,0.6,0.0,0.0,0.318349,52.0,10.0
2022-11-18 09:00:00,0.0,1025.2,1.1,0.0,0.0,0.306478,54.0,10.0
2022-11-18 10:00:00,0.0,1025.1,0.6,90.0,5.4,0.287056,52.0,10.0
2022-11-18 11:00:00,0.0,1025.1,0.6,90.0,5.4,0.318407,52.0,10.0
2022-11-18 12:00:00,0.0,1025.5,1.1,50.0,5.4,0.357826,54.0,10.0
2022-11-18 13:00:00,0.0,1025.9,1.1,60.0,7.6,0.387736,54.0,10.0
2022-11-18 14:00:00,0.0,1026.5,1.1,70.0,7.6,0.383529,50.0,11.1
2022-11-18 15:00:00,0.0,1026.8,0.2,120.0,14.8,0.368949,45.0,11.7
2022-11-18 16:00:00,0.0,1026.8,0.2,120.0,14.8,0.375807,45.0,11.7
2022-11-18 17:00:00,0.0,1026.0,0.0,90.0,16.6,0.374193,43.0,12.2
2022-11-18 18:00:00,0.0,1024.9,-0.5,80.0,20.5,0.291033,40.0,12.8
2022-11-18 19:00:00,0.0,1024.0,-0.1,30.0,14.8,0.324343,41.0,12.8
2022-11-18 20:00:00,0.0,1024.0,-0.1,30.0,14.8,0.346588,41.0,12.8
2022-11-18 21:00:00,0.0,1023.3,1.6,40.0,14.8,0.338405,50.0,11.7
2022-11-18 22:00:00,0.0,1023.7,1.0,70.0,16.6,0.36042,48.0,11.7
2022-11-18 23:00:00,0.0,1024.3,1.6,60.0,18.4,0.384394,52.0,11.1
2022-11-19 00:00:00,0.0,1025.0,2.8,70.0,18.4,0.411077,61.0,10.0
2022-11-19 01:00:00,0.0,1025.0,2.8,70.0,18.4,0.411422,61.0,10.0
2022-11-19 02:00:00,0.0,1025.6,0.6,30.0,11.2,0.422372,52.0,10.0
2022-11-19 03:00:00,0.0,1025.6,0.6,30.0,11.2,0.429691,52.0,10.0
2022-11-19 04:00:00,0.0,1025.7,2.7,40.0,11.2,0.41926,63.0,9.4
2022-11-19 05:00:00,0.0,1025.6,1.6,40.0,9.4,0.392231,56.0,10.0
2022-11-19 06:00:00,0.0,1025.6,1.1,30.0,7.6,0.366816,54.0,10.0
2022-11-19 07:00:00,0.0,1024.7,1.6,10.0,16.6,0.340883,56.0,10.0
2022-11-19 08:00:00,0.0,1024.7,2.7,10.0,22.3,0.3108,63.0,9.4
2022-11-19 09:00:00,0.0,1024.0,3.9,30.0,16.6,0.301003,71.0,8.9
2022-11-19 10:00:00,0.0,1024.0,3.9,30.0,16.6,0.298294,71.0,8.9
2022-11-19 11:00:00,0.0,1024.5,2.9,10.0,25.9,0.299274,71.0,7.8
2022-11-19 12:00:00,1.3,1025.5,3.8,20.0,14.8,0.308783,82.0,6.7
2022-11-19 13:00:00,0.0,1027.1,3.3,350.0,13.0,0.330048,82.0,6.1
2022-11-19 14:00:00,1.0,1027.1,3.3,350.0,13.0,0.357826,82.0,6.1
2022-11-19 15:00:00,4.8,1027.8,3.3,360.0,18.4,0.38255,89.0,5.0
2022-11-19 16:00:00,2.8,1028.8,3.3,10.0,14.8,0.410558,89.0,5.0
2022-11-19 17:00:00,0.8,1028.8,3.3,10.0,16.6,0.438047,89.0,5.0
2022-11-19 18:00:00,1.5,1028.2,3.3,360.0,20.5,0.456028,89.0,5.0
2022-11-19 19:00:00,0.5,1027.4,2.9,360.0,20.5,0.452628,86.0,5.0
2022-11-19 20:00:00,0.3,1027.0,2.9,360.0,25.9,0.433264,86.0,5.0
2022-11-19 21:00:00,0.4,1027.0,2.9,360.0,25.9,0.426637,86.0,5.0
2022-11-19 22:00:00,0.0,1027.4,2.9,350.0,24.1,0.430671,86.0,5.0
2022-11-19 23:00:00,0.0,1028.1,2.2,10.0,18.4,0.460408,82.0,5.0
2022-11-20 00:00:00,0.0,1028.1,2.2,10.0,18.4,0.48104,82.0,5.0
2022-11-20 01:00:00,0.0,1028.8,2.2,10.0,18.4,0.475392,82.0,5.0
2022-11-20 02:00:00,0.0,1029.6,2.2,10.0,18.4,0.487148,82.0,5.0
2022-11-20 03:00:00,0.0,1030.8,2.2,360.0,13.0,0.480175,82.0,5.0
2022-11-20 04:00:00,0.0,1030.7,1.7,350.0,18.4,0.475161,79.0,5.0
2022-11-20 05:00:00,0.0,1030.7,1.7,350.0,18.4,0.422775,79.0,5.0
2022-11-20 06:00:00,0.0,1030.5,0.6,360.0,13.0,0.403585,73.0,5.0
2022-11-20 07:00:00,0.0,1030.1,-0.7,360.0,11.2,0.374136,64.0,5.6
2022-11-20 08:00:00,0.0,1029.8,-0.7,20.0,11.2,0.354829,64.0,5.6
2022-11-20 09:00:00,0.0,1029.7,-1.1,20.0,16.6,0.345839,62.0,5.6
2022-11-20 10:00:00,0.0,1029.7,-1.1,20.0,16.6,0.33754,62.0,5.6
2022-11-20 11:00:00,0.0,1030.0,-1.8,10.0,11.2,0.353216,59.0,5.6
2022-11-20 12:00:00,0.0,1030.6,-2.3,20.0,13.0,0.366471,57.0,5.6
2022-11-20 13:00:00,0.0,1031.1,-2.3,30.0,11.2,0.379841,57.0,5.6
2022-11-20 14:00:00,0.0,1031.4,-2.3,40.0,13.0,0.413785,55.0,6.1
2022-11-20 15:00:00,0.0,1031.9,-3.3,60.0,14.8,0.410154,49.0,6.7
2022-11-20 16:00:00,0.0,1031.9,-3.3,60.0,14.8,0.424677,49.0,6.7
2022-11-20 17:00:00,0.0,1030.3,-3.4,70.0,16.6,0.422775,45.0,7.8
2022-11-20 18:00:00,0.0,1029.2,-3.3,50.0,13.0,0.378054,42.0,8.9
2022-11-20 19:00:00,0.0,1028.5,-2.7,0.0,0.0,0.410212,44.0,8.9
2022-11-20 20:00:00,0.0,1028.5,-2.7,0.0,0.0,0.430267,44.0,8.9
2022-11-20 21:00:00,0.0,1027.8,-2.1,360.0,11.2,0.439776,46.0,8.9
2022-11-20 22:00:00,0.0,1027.6,-2.1,20.0,9.4,0.45257,48.0,8.3
2022-11-20 23:00:00,0.0,1027.6,-2.1,20.0,9.4,0.47228,48.0,8.3
2022-11-21 00:00:00,0.0,1027.9,-1.0,20.0,7.6,0.488647,52.0,8.3
2022-11-21 01:00:00,0.0,1027.9,-1.0,20.0,7.6,0.479484,52.0,8.3
2022-11-21 02:00:00,0.0,1028.4,-1.0,40.0,11.2,0.471185,56.0,7.2
2022-11-21 03:00:00,0.0,1028.4,2.2,10.0,11.2,0.457699,79.0,5.6
2022-11-21 04:00:00,0.3,1028.4,2.8,20.0,11.2,0.437414,82.0,5.6
2022-11-21 05:00:00,0.0,1028.5,2.2,20.0,9.4,0.425887,79.0,5.6
2022-11-21 06:00:00,0.0,1028.5,2.2,20.0,9.4,0.386987,79.0,5.6
2022-11-21 07:00:00,0.0,1027.7,2.2,360.0,13.0,0.371946,79.0,5.6
2022-11-21 08:00:00,0.0,1027.7,2.2,350.0,7.6,0.360131,79.0,5.6
2022-11-21 09:00:00,0.0,1027.4,2.8,20.0,13.0,0.342093,82.0,5.6
2022-11-21 10:00:00,0.3,1027.7,3.3,40.0,5.4,0.329242,85.0,5.6
2022-11-21 11:00:00,0.3,1027.7,3.3,40.0,5.4,0.362148,85.0,5.6
2022-11-21 12:00:00,1.0,1027.7,3.3,60.0,5.4,0.38716,85.0,5.6
2022-11-21 13:00:00,0.3,1027.7,3.3,60.0,5.4,0.392404,85.0,5.6
2022-11-21 14:00:00,1.8,1028.8,2.2,40.0,11.2,0.420413,82.0,5.0
2022-11-21 15:00:00,0.3,1028.8,2.2,40.0,11.2,0.42704,82.0,5.0
2022-11-21 16:00:00,0.8,1029.5,3.9,30.0,7.6,0.433322,89.0,5.6
2022-11-21 17:00:00,0.5,1028.7,4.4,50.0,7.6,0.449862,89.0,6.1
2022-11-21 18:00:00,0.5,1028.0,5.0,60.0,7.6,0.441102,89.0,6.7
2022-11-21 19:00:00,0.3,1027.2,5.7,60.0,7.6,0.436146,90.0,7.2
2022-11-21 20:00:00,0.3,1027.2,5.7,60.0,7.6,0.446346,90.0,7.2
2022-11-21 21:00:00,0.8,1026.6,6.1,40.0,9.4,0.422775,89.0,7.8
2022-11-21 22:00:00,0.8,1026.7,6.1,30.0,7.6,0.428884,89.0,7.8
2022-11-21 23:00:00,0.3,1026.9,6.1,30.0,5.4,0.454126,89.0,7.8
2022-11-22 00:00:00,0.1,1026.9,6.1,50.0,5.4,0.465018,89.0,7.8
2022-11-22 01:00:00,0.0,1027.7,6.7,80.0,9.4,0.480348,93.0,7.8
2022-11-22 02:00:00,0.0,1028.0,6.7,50.0,7.6,0.486226,93.0,7.8
2022-11-22 03:00:00,0.0,1027.8,6.7,20.0,5.4,0.478331,93.0,7.8
2022-11-22 04:00:00,0.0,1027.9,6.7,0.0,0.0,0.446289,93.0,7.8
2022-11-22 05:00:00,0.0,1027.9,6.7,0.0,0.0,0.408137,93.0,7.8
2022-11-22 06:00:00,0.0,1026.9,7.2,0.0,0.0,0.371946,93.0,8.3
2022-11-22 07:00:00,0.0,1026.3,6.8,0.0,0.0,0.346242,90.0,8.3
2022-11-22 08:00:00,0.0,1025.8,6.8,0.0,0.0,0.331259,90.0,8.3
2022-11-22 09:00:00,0.0,1025.7,7.2,40.0,5.4,0.312356,93.0,8.3
2022-11-22 10:00:00,0.0,1025.7,7.2,40.0,5.4,0.310108,93.0,8.3
2022-11-22 11:00:00,0.0,1025.9,7.2,10.0,7.6,0.346012,89.0,8.9
2022-11-22 12:00:00,0.0,1026.4,7.2,70.0,5.4,0.371485,93.0,8.3
2022-11-22 13:00:00,0.0,1026.4,7.2,70.0,5.4,0.386641,93.0,8.3
2022-11-22 14:00:00,0.0,1027.1,7.2,50.0,7.6,0.379841,89.0,8.9
2022-11-22 15:00:00,0.0,1027.1,7.8,80.0,7.6,0.385604,93.0,8.9
2022-11-22 16:00:00,1.0,1027.3,8.3,70.0,7.6,0.39713,89.0,10.0
2022-11-22 17:00:00,0.8,1026.2,8.9,60.0,5.4,0.389523,89.0,10.6
2022-11-22 18:00:00,0.0,1025.0,8.8,70.0,7.6,0.38059,86.0,11.1
2022-11-22 19:00:00,0.0,1025.0,8.8,70.0,7.6,0.384451,86.0,11.1
2022-11-22 20:00:00,0.0,1023.6,9.4,70.0,5.4,0.379322,86.0,11.7
2022-11-22 21:00:00,0.0,1022.9,9.9,80.0,7.6,0.370562,89.0,11.7
2022-11-22 22:00:00,0.0,1022.9,9.9,80.0,7.6,0.399435,89.0,11.7
2022-11-22 23:00:00,0.0,1022.5,10.6,0.0,0.0,0.425369,97.0,11.1
2022-11-23 00:00:00,0.0,1022.5,10.6,0.0,0.0,0.43701,97.0,11.1
2022-11-23 01:00:00,0.0,1024.0,10.6,50.0,5.4,0.433552,97.0,11.1
2022-11-23 02:00:00,0.0,1023.4,10.0,100.0,11.2,0.439373,96.0,10.6
2022-11-23 03:00:00,0.1,1023.4,10.0,100.0,11.2,0.409924,96.0,10.6
2022-11-23 04:00:00,0.5,1023.5,9.4,140.0,7.6,0.413439,96.0,10.0
2022-11-23 05:00:00,0.5,1023.1,9.4,60.0,5.4,0.3818,96.0,10.0
2022-11-23 06:00:00,0.0,1022.1,8.9,0.0,0.0,0.344975,93.0,10.0
2022-11-23 07:00:00,0.2,1021.3,9.4,340.0,5.4,0.324631,96.0,10.0
2022-11-23 08:00:00,0.1,1021.3,9.4,340.0,5.4,0.305152,96.0,10.0
2022-11-23 09:00:00,0.1,1020.3,9.4,330.0,7.6,0.309763,92.0,10.6
2022-11-23 10:00:00,0.0,1020.3,9.4,330.0,7.6,0.304864,92.0,10.6
2022-11-23 11:00:00,0.1,1019.6,9.4,0.0,0.0,0.313681,92.0,10.6
2022-11-23 12:00:00,0.0,1020.2,10.0,310.0,5.4,0.31639,96.0,10.6
2022-11-23 13:00:00,0.1,1020.4,8.9,10.0,7.6,0.31979,89.0,10.6
2022-11-23 14:00:00,0.5,1020.4,8.9,10.0,7.6,0.350392,89.0,10.6
2022-11-23 15:00:00,0.3,1020.6,9.4,10.0,5.4,0.362321,89.0,11.1
2022-11-23 16:00:00,0.2,1019.7,10.0,10.0,11.2,0.375058,83.0,12.8
2022-11-23 17:00:00,0.0,1018.6,11.1,0.0,0.0,0.375634,83.0,13.9
2022-11-23 18:00:00,0.0,1017.0,11.8,90.0,9.4,0.379553,81.0,15.0
2022-11-23 19:00:00,0.0,1017.0,11.8,90.0,9.4,0.385546,81.0,15.0
2022-11-23 20:00:00,0.0,1014.8,12.2,0.0,0.0,0.378688,80.0,15.6
2022-11-23 21:00:00,0.0,1014.6,12.7,110.0,5.4,0.385143,83.0,15.6
2022-11-23 22:00:00,0.0,1014.6,12.7,120.0,9.4,0.385085,83.0,15.6
2022-11-23 23:00:00,0.0,1014.7,13.3,0.0,0.0,0.392635,86.0,15.6
2022-11-24 00:00:00,0.0,1014.7,13.3,0.0,0.0,0.423121,86.0,15.6
2022-11-24 01:00:00,0.0,1014.6,13.9,90.0,7.6,0.425311,93.0,15.0
2022-11-24 02:00:00,0.4,1014.6,13.9,90.0,7.6,0.420528,93.0,15.0
2022-11-24 03:00:00,0.0,1014.7,14.0,0.0,0.0,0.408483,90.0,15.6
2022-11-24 04:00:00,0.0,1013.9,15.0,0.0,0.0,0.41269,100.0,15.0
2022-11-24 05:00:00,0.2,1013.9,15.0,0.0,0.0,0.394882,100.0,15.0
2022-11-24 06:00:00,0.3,1013.6,15.6,170.0,5.4,0.358575,97.0,16.1
2022-11-24 07:00:00,0.2,1014.0,15.6,170.0,5.4,0.337195,97.0,16.1
2022-11-24 08:00:00,0.9,1011.8,15.6,0.0,0.0,0.278124,97.0,16.1
2022-11-24 09:00:00,0.2,1011.2,16.1,190.0,5.4,0.269594,100.0,16.1
2022-11-24 10:00:00,0.5,1011.2,16.1,190.0,5.4,0.269191,100.0,16.1
2022-11-24 11:00:00,0.2,1010.7,16.7,0.0,0.0,0.264926,100.0,16.7
2022-11-24 12:00:00,1.0,1010.7,16.7,40.0,5.4,0.276164,97.0,17.2
2022-11-24 13:00:00,1.5,1010.7,16.7,40.0,5.4,0.29547,97.0,17.2
2022-11-24 14:00:00,0.5,1011.6,17.2,0.0,0.0,0.3429,100.0,17.2
2022-11-24 15:00:00,0.0,1010.8,18.9,0.0,0.0,0.398513,97.0,19.4
2022-11-24 16:00:00,0.0,1010.6,20.0,140.0,7.6,0.434013,100.0,20.0
2022-11-24 17:00:00,0.0,1010.6,20.0,140.0,7.6,0.45453,100.0,20.0
2022-11-24 18:00:00,0.2,1010.5,19.9,0.0,0.0,0.456259,96.0,20.6
2022-11-24 19:00:00,0.3,1009.5,19.0,260.0,11.2,0.418223,82.0,22.2
2022-11-24 20:00:00,0.0,1009.6,18.3,280.0,5.4,0.467036,81.0,21.7
2022-11-24 21:00:00,1.5,1009.6,18.4,340.0,5.4,0.427789,74.0,23.3
2022-11-24 22:00:00,0.3,1009.3,18.3,300.0,9.4,0.430383,76.0,22.8
2022-11-24 23:00:00,0.0,1011.3,17.2,60.0,20.5,0.424447,87.0,19.4
2022-11-25 00:00:00,1.1,1011.3,17.2,60.0,20.5,0.42583,87.0,19.4
2022-11-25 01:00:00,0.3,1013.7,15.0,60.0,20.5,0.402374,87.0,17.2
2022-11-25 02:00:00,0.0,1014.9,14.5,50.0,16.6,0.397303,84.0,17.2
2022-11-25 03:00:00,0.0,1015.4,14.3,40.0,13.0,0.379092,86.0,16.7
2022-11-25 04:00:00,0.0,1015.4,14.3,40.0,13.0,0.357999,86.0,16.7
2022-11-25 05:00:00,0.0,1015.6,14.3,50.0,22.3,0.342669,86.0,16.7
2022-11-25 06:00:00,0.0,1016.3,14.0,50.0,18.4,0.316217,84.0,16.7
2022-11-25 07:00:00,0.0,1016.7,14.0,40.0,13.0,0.304115,84.0,16.7
2022-11-25 08:00:00,0.0,1016.7,14.0,40.0,13.0,0.285327,84.0,16.7
2022-11-25 09:00:00,0.0,1017.0,13.9,60.0,18.4,0.277259,87.0,16.1
2022-11-25 10:00:00,0.0,1015.7,14.0,40.0,13.0,0.265214,90.0,15.6
2022-11-25 11:00:00,0.0,1016.0,13.3,20.0,20.5,0.268096,86.0,15.6
2022-11-25 12:00:00,0.0,1016.0,13.3,20.0,20.5,0.275242,86.0,15.6
2022-11-25 13:00:00,0.0,1016.9,12.9,20.0,13.0,0.279507,87.0,15.0
2022-11-25 14:00:00,0.0,1017.7,12.3,40.0,18.4,0.289073,87.0,14.4
2022-11-25 15:00:00,0.0,1018.1,12.3,10.0,14.8,0.307861,87.0,14.4
2022-11-25 16:00:00,0.0,1018.5,12.1,20.0,16.6,0.325957,83.0,15.0
2022-11-25 17:00:00,0.0,1017.9,12.1,40.0,20.5,0.346012,83.0,15.0
2022-11-25 18:00:00,0.0,1017.1,12.1,20.0,16.6,0.361515,83.0,15.0
2022-11-25 19:00:00,0.0,1017.1,12.1,20.0,16.6,0.377363,83.0,15.0
2022-11-25 20:00:00,0.0,1015.9,12.1,40.0,22.3,0.355521,83.0,15.0
2022-11-25 21:00:00,0.0,1015.9,12.1,40.0,22.3,0.359325,83.0,15.0
2022-11-25 22:00:00,0.2,1015.9,12.3,40.0,18.4,0.368372,87.0,14.4
2022-11-25 23:00:00,0.0,1015.9,12.3,40.0,18.4,0.371081,87.0,14.4
2022-11-26 00:00:00,0.3,1016.0,12.3,40.0,16.6,0.403296,90.0,13.9
2022-11-26 01:00:00,0.0,1016.3,12.8,40.0,13.0,0.412172,93.0,13.9
2022-11-26 02:00:00,0.0,1016.1,12.8,340.0,11.2,0.400357,90.0,14.4
2022-11-26 03:00:00,0.8,1016.1,12.8,340.0,11.2,0.37938,90.0,14.4
2022-11-26 04:00:00,0.4,1017.0,12.8,330.0,13.0,0.36964,97.0,13.3
2022-11-26 05:00:00,1.7,1016.7,10.0,310.0,20.5,0.358633,93.0,11.1
2022-11-26 06:00:00,2.5,1016.7,8.3,310.0,20.5,0.33829,89.0,10.0
2022-11-26 07:00:00,0.5,1014.7,8.3,320.0,24.1,0.311607,89.0,10.0
2022-11-26 08:00:00,1.0,1014.7,8.3,320.0,24.1,0.296969,89.0,10.0
2022-11-26 09:00:00,3.8,1015.4,8.9,300.0,18.4,0.297199,93.0,10.0
2022-11-26 10:00:00,0.3,1014.1,8.3,340.0,14.8,0.303481,89.0,10.0
2022-11-26 11:00:00,0.5,1014.8,8.3,290.0,16.6,0.30544,89.0,10.0
2022-11-26 12:00:00,0.0,1015.0,7.8,270.0,14.8,0.323651,90.0,9.4
2022-11-26 13:00:00,0.0,1015.2,7.2,280.0,14.8,0.337483,89.0,8.9
2022-11-26 14:00:00,0.0,1015.0,5.0,280.0,14.8,0.306132,71.0,10.0
2022-11-26 15:00:00,0.0,1015.0,5.0,290.0,24.1,0.302962,71.0,10.0
2022-11-26 16:00:00,0.0,1014.5,3.9,270.0,27.7,0.288439,57.0,12.2
2022-11-26 17:00:00,0.0,1013.3,4.4,280.0,29.5,0.259567,49.0,15.0
2022-11-26 18:00:00,0.0,1013.3,4.4,280.0,29.5,0.258183,49.0,15.0
2022-11-26 19:00:00,0.0,1011.2,3.8,280.0,42.5,0.278239,47.0,15.0
2022-11-26 20:00:00,0.0,1010.5,3.8,280.0,31.7,0.280659,44.0,16.1
2022-11-26 21:00:00,0.0,1009.9,4.4,260.0,27.7,0.303481,44.0,16.7
2022-11-26 22:00:00,0.0,1009.4,4.4,270.0,24.1,0.32855,44.0,16.7
2022-11-26 23:00:00,0.0,1009.4,4.4,270.0,24.1,0.342958,44.0,16.7
2022-11-27 00:00:00,0.0,1010.0,4.9,220.0,9.4,0.389926,53.0,14.4
2022-11-27 01:00:00,0.0,1010.0,5.0,210.0,13.0,0.395632,57.0,13.3
2022-11-27 02:00:00,0.0,1010.6,5.6,230.0,7.6,0.393903,69.0,11.1
2022-11-27 03:00:00,0.0,1010.6,5.6,230.0,7.6,0.388082,69.0,11.1
2022-11-27 04:00:00,0.0,1010.8,4.4,240.0,11.2,0.385143,61.0,11.7
2022-11-27 05:00:00,0.0,1010.8,4.4,240.0,11.2,0.391482,61.0,11.7
2022-11-27 06:00:00,0.0,1011.2,5.1,280.0,9.4,0.377939,80.0,8.3
2022-11-27 07:00:00,0.0,1011.2,4.3,270.0,9.4,0.353331,82.0,7.2
2022-11-27 08:00:00,0.0,1011.1,4.4,0.0,0.0,0.326591,85.0,6.7
2022-11-27 09:00:00,0.0,1011.1,4.4,0.0,0.0,0.318868,85.0,6.7
2022-11-27 10:00:00,0.0,1011.2,3.9,320.0,5.4,0.31616,89.0,5.6
2022-11-27 11:00:00,0.0,1011.5,3.3,330.0,5.4,0.308956,89.0,5.0
2022-11-27 12:00:00,0.0,1011.8,4.0,0.0,0.0,0.334832,93.0,5.0
2022-11-27 13:00:00,0.0,1012.5,4.4,300.0,5.4,0.334486,89.0,6.1
2022-11-27 14:00:00,0.0,1013.1,7.2,0.0,0.0,0.327052,77.0,11.1
2022-11-27 15:00:00,0.0,1013.1,7.2,0.0,0.0,0.299677,77.0,11.1
2022-11-27 16:00:00,0.0,1013.6,8.8,200.0,7.6,0.276971,54.0,18.3
2022-11-27 17:00:00,0.0,1013.0,9.0,200.0,9.4,0.260719,46.0,21.1
2022-11-27 18:00:00,0.0,1011.2,7.7,160.0,14.8,0.281985,38.0,22.8
2022-11-27 19:00:00,0.0,1011.2,7.7,160.0,14.8,0.301406,38.0,22.8
2022-11-27 20:00:00,0.0,1010.4,4.2,230.0,11.2,0.319214,26.0,25.0
2022-11-27 21:00:00,0.0,1010.4,4.2,230.0,11.2,0.350622,26.0,25.0
