DT,prcp,dwpt,pres,wdir,rhum,wspd,Waianae,temp
2022-11-02 07:00:00,0.0,19.9,1017.4,67.0,77.0,9.0,0.742979,24.2
2022-11-02 08:00:00,0.0,20.1,1017.6,67.0,80.0,7.9,0.716596,23.8
2022-11-02 09:00:00,0.0,20.2,1017.6,66.0,82.0,7.2,0.624681,23.4
2022-11-02 10:00:00,0.0,20.7,1017.7,69.0,88.0,6.5,0.571064,22.8
2022-11-02 11:00:00,0.0,20.8,1017.2,60.0,91.0,6.5,0.539575,22.3
2022-11-02 12:00:00,0.0,20.8,1016.7,53.0,92.0,5.8,0.506383,22.2
2022-11-02 13:00:00,0.0,20.7,1016.5,39.0,93.0,5.8,0.50383,21.9
2022-11-02 14:00:00,0.0,20.7,1016.5,32.0,93.0,5.8,0.49617,21.9
2022-11-02 15:00:00,0.0,20.5,1016.7,20.0,92.0,5.4,0.513192,21.9
2022-11-02 16:00:00,0.0,21.0,1016.8,43.0,92.0,6.5,0.515745,22.4
2022-11-02 17:00:00,0.0,21.2,1017.3,48.0,89.0,7.6,0.529362,23.1
2022-11-02 18:00:00,0.0,20.9,1017.8,61.0,78.0,10.8,0.284255,25.0
2022-11-02 19:00:00,0.0,20.4,1018.2,79.0,67.0,12.2,0.211064,27.1
2022-11-02 20:00:00,0.2,20.0,1018.6,92.0,62.0,14.8,-0.137021,28.0
2022-11-02 21:00:00,0.3,19.8,1017.9,97.0,59.0,14.4,0.0425532,28.6
2022-11-02 22:00:00,0.4,20.3,1017.5,100.0,61.0,14.8,0.0459575,28.5
2022-11-02 23:00:00,0.2,20.3,1016.8,98.0,60.0,14.4,0.177021,28.8
2022-11-03 00:00:00,0.2,20.4,1016.2,100.0,61.0,14.4,-0.10383,28.7
2022-11-03 01:00:00,0.1,19.3,1016.3,95.0,58.0,15.8,-0.0493615,28.4
2022-11-03 02:00:00,0.2,16.6,1016.3,89.0,47.0,17.3,0.552341,29.1
2022-11-03 03:00:00,0.0,18.0,1016.7,75.0,56.0,14.8,0.617872,27.6
2022-11-03 04:00:00,0.0,19.8,1017.4,75.0,69.0,13.3,0.806809,25.9
2022-11-03 05:00:00,0.0,20.2,1018.3,77.0,74.0,13.3,0.862128,25.2
2022-11-03 06:00:00,0.0,20.2,1019.0,79.0,75.0,12.6,0.819575,24.9
2022-11-03 07:00:00,0.0,20.4,1019.6,85.0,76.0,14.8,0.777021,24.9
2022-11-03 08:00:00,0.0,20.3,1020.0,92.0,75.0,17.6,0.729362,25.0
2022-11-03 09:00:00,0.0,20.4,1019.6,92.0,76.0,15.1,0.649362,24.9
2022-11-03 10:00:00,0.0,20.4,1019.2,87.0,79.0,11.5,0.591489,24.3
2022-11-03 11:00:00,0.0,20.5,1018.8,81.0,81.0,9.7,0.564255,24.0
2022-11-03 12:00:00,0.0,20.6,1018.9,74.0,82.0,11.2,0.52766,23.9
2022-11-03 13:00:00,0.0,20.5,1018.6,64.0,83.0,11.2,0.506383,23.6
2022-11-03 14:00:00,0.0,20.2,1018.6,61.0,83.0,11.2,0.506383,23.3
2022-11-03 15:00:00,0.0,20.2,1018.7,71.0,82.0,10.4,0.523404,23.4
2022-11-03 16:00:00,0.0,20.2,1018.8,62.0,83.0,10.4,0.537021,23.2
2022-11-03 17:00:00,0.0,20.2,1019.4,60.0,84.0,14.4,0.52,23.0
2022-11-03 18:00:00,0.0,20.4,1020.0,68.0,75.0,16.6,0.245106,25.1
2022-11-03 19:00:00,0.0,20.0,1020.1,79.0,68.0,15.8,0.00510653,26.4
2022-11-03 20:00:00,0.0,19.7,1020.7,83.0,62.0,20.2,-0.0170212,27.6
2022-11-03 21:00:00,0.2,20.0,1020.1,97.0,61.0,20.2,-0.28,28.2
2022-11-03 22:00:00,0.0,18.6,1019.4,104.0,52.0,15.5,-0.354894,29.5
2022-11-03 23:00:00,0.1,18.3,1018.4,125.0,51.0,15.1,-0.42383,29.5
2022-11-04 00:00:00,0.2,18.6,1017.8,134.0,52.0,15.1,-0.162553,29.5
2022-11-04 01:00:00,0.1,19.0,1017.4,128.0,55.0,13.3,0.0859575,29.0
2022-11-04 02:00:00,0.0,19.2,1017.6,121.0,57.0,11.5,0.210213,28.5
2022-11-04 03:00:00,0.0,19.8,1017.8,80.0,65.0,17.6,0.597447,26.9
2022-11-04 04:00:00,0.0,20.6,1018.3,77.0,74.0,14.4,0.805957,25.6
2022-11-04 05:00:00,0.0,20.8,1018.9,77.0,76.0,15.1,0.868085,25.3
2022-11-04 06:00:00,0.0,20.8,1019.5,74.0,77.0,16.9,0.848511,25.1
2022-11-04 07:00:00,0.0,20.7,1019.8,77.0,78.0,16.6,0.795745,24.8
2022-11-04 08:00:00,0.0,20.6,1019.6,88.0,75.0,19.1,0.75234,25.4
2022-11-04 09:00:00,0.0,21.1,1019.6,87.0,78.0,18.0,0.67234,25.2
2022-11-04 10:00:00,0.0,21.1,1019.3,84.0,79.0,15.5,0.596596,25.0
2022-11-04 11:00:00,0.0,21.1,1018.9,77.0,81.0,12.2,0.572766,24.6
2022-11-04 12:00:00,0.0,21.0,1018.3,74.0,82.0,11.2,0.538723,24.3
2022-11-04 13:00:00,0.0,22.0,1017.6,73.0,90.0,8.3,0.522553,23.7
2022-11-04 14:00:00,0.0,21.6,1017.7,67.0,90.0,6.8,0.517447,23.3
2022-11-04 15:00:00,0.0,21.1,1017.8,63.0,87.0,6.1,0.530213,23.4
2022-11-04 16:00:00,0.0,20.9,1018.5,60.0,85.0,6.8,0.538723,23.6
2022-11-04 17:00:00,0.0,20.7,1019.0,52.0,84.0,9.0,0.524255,23.6
2022-11-04 18:00:00,0.0,20.4,1019.5,58.0,74.0,10.4,0.257021,25.4
2022-11-04 19:00:00,0.0,20.8,1019.4,64.0,68.0,15.1,0.0459576,27.2
2022-11-04 20:00:00,0.5,20.5,1020.0,68.0,67.0,20.5,-0.0229786,27.2
2022-11-04 21:00:00,0.0,20.5,1019.3,67.0,61.0,21.6,0.0442554,28.8
2022-11-04 22:00:00,0.2,20.8,1018.7,73.0,63.0,25.2,-0.251915,28.5
2022-11-04 23:00:00,0.0,21.1,1018.2,106.0,61.0,13.0,0.240851,29.4
2022-11-05 00:00:00,0.0,20.5,1017.1,122.0,58.0,10.4,-0.2,29.6
2022-11-05 01:00:00,0.0,19.6,1016.9,141.0,55.0,8.6,0.0910639,29.6
2022-11-05 02:00:00,0.0,19.9,1017.3,101.0,60.0,7.6,0.114043,28.4
2022-11-05 03:00:00,0.3,20.4,1017.7,69.0,67.0,10.1,0.691064,27.1
2022-11-05 04:00:00,0.0,21.2,1018.0,71.0,75.0,14.8,0.800851,26.0
2022-11-05 05:00:00,0.0,21.6,1018.6,64.0,78.0,15.5,0.815319,25.7
2022-11-05 06:00:00,0.0,21.6,1019.3,69.0,79.0,16.9,0.800851,25.5
2022-11-05 07:00:00,0.0,21.8,1020.1,74.0,81.0,18.4,0.780426,25.3
2022-11-05 08:00:00,0.0,21.7,1020.0,76.0,82.0,17.6,0.746383,25.0
2022-11-05 09:00:00,0.0,21.7,1019.7,83.0,82.0,16.2,0.695319,25.0
2022-11-05 10:00:00,0.0,21.3,1019.4,79.0,82.0,14.8,0.632341,24.6
2022-11-05 11:00:00,0.0,21.2,1019.1,83.0,82.0,15.8,0.594043,24.5
2022-11-05 12:00:00,0.0,21.0,1018.5,74.0,80.0,16.2,0.571064,24.7
2022-11-05 13:00:00,0.0,20.7,1018.0,73.0,80.0,16.9,0.542979,24.4
2022-11-05 14:00:00,0.0,20.6,1017.3,77.0,80.0,15.5,0.55234,24.3
2022-11-05 15:00:00,0.0,20.6,1017.5,79.0,80.0,15.1,0.545532,24.3
2022-11-05 16:00:00,0.0,20.6,1018.0,76.0,79.0,14.4,0.565958,24.5
2022-11-05 17:00:00,0.0,20.9,1018.3,78.0,79.0,16.9,0.584681,24.8
2022-11-05 18:00:00,0.0,20.6,1018.9,82.0,72.0,18.4,0.405106,26.0
2022-11-05 19:00:00,0.0,19.8,1019.3,86.0,63.0,22.0,-0.138723,27.5
2022-11-05 20:00:00,0.0,20.1,1019.1,91.0,61.0,21.2,-0.142127,28.3
2022-11-05 21:00:00,0.0,19.5,1018.9,88.0,58.0,20.2,-0.10383,28.6
2022-11-05 22:00:00,0.0,19.3,1018.1,86.0,53.0,20.2,0.27234,29.9
2022-11-05 23:00:00,0.0,19.1,1017.3,81.0,52.0,19.8,-0.0238297,30.0
2022-11-06 00:00:00,0.0,18.9,1016.7,76.0,53.0,19.4,-0.374468,29.5
2022-11-06 01:00:00,0.0,18.9,1016.7,71.0,55.0,19.1,0.140426,28.8
2022-11-06 02:00:00,0.0,19.0,1016.7,72.0,58.0,19.8,0.468085,28.0
2022-11-06 03:00:00,0.0,19.3,1016.9,74.0,63.0,19.4,0.669787,26.9
2022-11-06 04:00:00,0.0,19.9,1017.4,77.0,71.0,18.4,0.82383,25.5
2022-11-06 05:00:00,0.0,20.4,1017.7,78.0,75.0,18.4,0.800851,25.1
2022-11-06 06:00:00,0.0,21.2,1018.7,81.0,80.0,17.6,0.788085,24.9
2022-11-06 07:00:00,0.0,20.9,1019.3,82.0,79.0,16.9,0.754043,24.8
2022-11-06 08:00:00,0.0,20.7,1019.4,82.0,79.0,15.1,0.707234,24.6
2022-11-06 09:00:00,0.0,20.8,1019.4,83.0,81.0,12.6,0.681702,24.3
2022-11-06 10:00:00,0.0,20.7,1019.2,86.0,82.0,12.2,0.61617,24.0
2022-11-06 11:00:00,0.0,21.1,1018.2,81.0,84.0,10.8,0.588936,24.0
2022-11-06 12:00:00,0.0,20.8,1017.6,71.0,84.0,9.7,0.560851,23.7
2022-11-06 13:00:00,0.0,20.7,1017.1,78.0,84.0,11.9,0.532766,23.6
2022-11-06 14:00:00,0.0,20.5,1017.0,78.0,83.0,12.6,0.514894,23.6
2022-11-06 15:00:00,0.0,20.3,1017.1,76.0,82.0,13.3,0.525957,23.6
2022-11-06 16:00:00,0.0,20.4,1017.2,78.0,83.0,13.3,0.533617,23.5
2022-11-06 17:00:00,0.0,20.3,1017.4,77.0,81.0,14.4,0.517447,23.8
2022-11-06 18:00:00,0.0,19.7,1017.7,83.0,69.0,16.6,0.288511,25.8
2022-11-06 19:00:00,0.0,19.2,1018.0,87.0,61.0,18.7,0.188936,27.4
2022-11-06 20:00:00,0.0,19.0,1018.2,91.0,56.0,18.4,-0.211915,28.6
2022-11-06 21:00:00,0.0,18.6,1017.8,96.0,52.0,18.0,-0.318298,29.5
2022-11-06 22:00:00,0.0,18.2,1017.0,96.0,49.0,17.6,-0.0706382,30.1
2022-11-06 23:00:00,0.0,18.4,1015.9,92.0,50.0,18.7,0.0638298,30.0
2022-11-07 00:00:00,0.0,18.8,1015.4,91.0,52.0,18.7,0.257021,29.7
2022-11-07 01:00:00,0.0,19.1,1015.6,87.0,55.0,19.1,0.0357448,29.1
2022-11-07 02:00:00,0.0,18.3,1015.7,79.0,55.0,18.4,0.314043,28.2
2022-11-07 03:00:00,0.0,19.2,1016.1,74.0,63.0,17.3,0.635745,26.8
2022-11-07 04:00:00,0.0,20.0,1016.7,70.0,72.0,13.7,0.832341,25.4
2022-11-07 05:00:00,0.0,19.9,1017.3,67.0,74.0,14.4,0.874043,24.9
2022-11-07 06:00:00,0.0,19.7,1018.2,69.0,74.0,14.8,0.835745,24.6
2022-11-07 07:00:00,0.0,20.2,1018.8,76.0,76.0,14.8,0.801702,24.7
2022-11-07 08:00:00,0.0,20.0,1018.8,77.0,75.0,16.2,0.73617,24.7
2022-11-07 09:00:00,0.0,20.2,1018.8,77.0,77.0,16.2,0.638298,24.5
2022-11-07 10:00:00,0.0,20.1,1018.3,77.0,77.0,16.9,0.611064,24.4
2022-11-07 11:00:00,0.0,20.2,1017.7,78.0,78.0,17.6,0.556596,24.3
2022-11-07 12:00:00,0.0,20.3,1017.4,79.0,80.0,16.6,0.539575,24.0
2022-11-07 13:00:00,0.0,20.3,1017.1,79.0,81.0,13.0,0.512341,23.8
2022-11-07 14:00:00,0.0,20.3,1017.3,78.0,82.0,11.5,0.505532,23.6
2022-11-07 15:00:00,0.0,20.4,1017.6,75.0,82.0,11.9,0.530213,23.7
2022-11-07 16:00:00,0.0,20.2,1017.8,72.0,81.0,12.6,0.548936,23.7
2022-11-07 17:00:00,0.0,19.8,1018.6,78.0,78.0,13.7,0.562553,23.9
2022-11-07 18:00:00,0.0,19.3,1019.2,80.0,68.0,16.6,0.267234,25.6
2022-11-07 19:00:00,0.0,18.8,1019.7,86.0,60.0,18.7,0.00340431,27.2
2022-11-07 20:00:00,0.0,18.0,1019.7,84.0,53.0,20.2,0.0331917,28.5
2022-11-07 21:00:00,0.0,17.9,1019.1,85.0,50.0,20.2,-0.327659,29.4
2022-11-07 22:00:00,0.0,17.9,1017.8,87.0,49.0,20.5,-0.189787,29.7
2022-11-07 23:00:00,0.0,18.0,1017.0,84.0,49.0,20.2,-0.235745,29.9
2022-11-08 00:00:00,0.0,18.5,1016.5,82.0,52.0,20.5,-0.30383,29.4
2022-11-08 01:00:00,0.0,18.5,1016.2,80.0,53.0,20.2,-0.0995743,29.1
2022-11-08 02:00:00,0.0,19.0,1016.4,75.0,58.0,19.8,0.131915,28.0
2022-11-08 03:00:00,0.0,19.1,1016.7,72.0,64.0,20.5,0.628936,26.5
2022-11-08 04:00:00,0.0,19.8,1017.3,68.0,71.0,17.3,0.828936,25.4
2022-11-08 05:00:00,0.0,20.0,1018.1,69.0,74.0,16.2,0.850213,25.0
2022-11-08 06:00:00,0.0,20.1,1019.0,64.0,78.0,13.7,0.830638,24.2
2022-11-08 07:00:00,0.0,20.3,1019.6,69.0,79.0,13.7,0.791489,24.2
2022-11-08 08:00:00,0.0,20.0,1019.5,65.0,79.0,16.2,0.734468,23.9
2022-11-08 09:00:00,0.0,20.1,1019.2,69.0,80.0,16.2,0.653617,23.8
2022-11-08 10:00:00,0.0,20.1,1018.8,64.0,80.0,15.8,0.608511,23.8
2022-11-08 11:00:00,0.0,20.3,1018.7,71.0,81.0,13.7,0.575319,23.8
2022-11-08 12:00:00,0.0,20.3,1018.6,67.0,83.0,14.0,0.53617,23.4
2022-11-08 13:00:00,0.0,20.4,1018.1,60.0,84.0,12.2,0.532766,23.3
2022-11-08 14:00:00,0.0,20.2,1018.1,59.0,85.0,11.9,0.523404,22.9
2022-11-08 15:00:00,0.0,20.8,1018.4,68.0,85.0,12.2,0.542128,23.5
2022-11-08 16:00:00,0.0,20.2,1018.9,59.0,84.0,14.0,0.540426,23.0
2022-11-08 17:00:00,0.0,20.0,1019.8,62.0,84.0,15.1,0.505532,22.8
2022-11-08 18:00:00,0.0,19.8,1020.4,70.0,77.0,16.9,0.268936,24.1
2022-11-08 19:00:00,0.0,19.8,1020.7,72.0,69.0,17.6,-0.040851,25.9
2022-11-08 20:00:00,0.0,19.0,1021.0,80.0,60.0,20.5,-0.0510638,27.5
2022-11-08 21:00:00,0.0,18.4,1020.7,79.0,55.0,20.9,-0.403404,28.3
2022-11-08 22:00:00,0.0,18.4,1020.2,74.0,55.0,21.2,-0.230638,28.3
2022-11-08 23:00:00,0.0,18.1,1019.1,71.0,52.0,21.2,-0.094468,28.9
2022-11-09 00:00:00,0.0,17.8,1018.5,69.0,52.0,20.9,0.0697874,28.6
2022-11-09 01:00:00,0.0,17.6,1018.4,67.0,54.0,19.8,0.177872,27.8
2022-11-09 02:00:00,0.0,17.6,1018.6,69.0,55.0,19.1,0.332766,27.4
2022-11-09 03:00:00,0.0,18.5,1018.8,69.0,63.0,18.4,0.610213,26.1
2022-11-09 04:00:00,0.0,19.1,1019.0,72.0,71.0,15.8,0.785532,24.7
2022-11-09 05:00:00,0.0,19.2,1019.1,74.0,73.0,15.5,0.845957,24.4
2022-11-09 06:00:00,0.0,19.1,1019.6,72.0,73.0,14.4,0.800851,24.2
2022-11-09 07:00:00,0.0,18.9,1019.8,76.0,73.0,14.0,0.788085,24.0
2022-11-09 08:00:00,0.0,19.0,1020.2,76.0,74.0,13.0,0.713192,23.9
2022-11-09 09:00:00,0.0,19.3,1020.2,77.0,77.0,11.9,0.634043,23.6
2022-11-09 10:00:00,0.0,19.4,1019.8,77.0,78.0,11.2,0.571064,23.5
2022-11-09 11:00:00,0.0,19.5,1019.5,72.0,80.0,9.4,0.537872,23.1
2022-11-09 12:00:00,0.0,19.5,1019.3,58.0,82.0,8.3,0.482553,22.7
2022-11-09 13:00:00,0.0,19.4,1018.9,59.0,83.0,7.6,0.491915,22.4
2022-11-09 14:00:00,0.0,19.1,1018.8,49.0,83.0,7.9,0.48766,22.1
2022-11-09 15:00:00,0.0,18.9,1019.2,53.0,81.0,8.3,0.488511,22.3
2022-11-09 16:00:00,0.0,19.4,1019.6,52.0,83.0,9.0,0.515745,22.4
2022-11-09 17:00:00,0.0,19.5,1020.1,52.0,83.0,9.7,0.537021,22.5
2022-11-09 18:00:00,0.0,18.9,1020.6,56.0,71.0,13.7,0.276596,24.5
2022-11-09 19:00:00,0.0,18.8,1021.0,62.0,65.0,16.2,-0.0425532,25.9
2022-11-09 20:00:00,0.0,18.6,1021.0,74.0,60.0,18.0,-0.131064,27.0
2022-11-09 21:00:00,0.0,18.1,1020.7,75.0,57.0,18.4,0.132766,27.4
2022-11-09 22:00:00,0.0,17.9,1019.9,78.0,53.0,19.4,-0.273191,28.4
2022-11-09 23:00:00,0.0,17.6,1018.7,77.0,51.0,19.8,-0.521702,28.7
2022-11-10 00:00:00,0.0,17.0,1017.9,73.0,49.0,19.1,-0.428085,28.8
2022-11-10 01:00:00,0.0,17.2,1017.8,65.0,51.0,19.4,-0.180425,28.3
2022-11-10 02:00:00,0.0,17.0,1018.1,58.0,53.0,20.2,0.118298,27.4
2022-11-10 03:00:00,0.0,16.9,1018.4,54.0,57.0,20.2,0.541277,26.1
2022-11-10 04:00:00,0.0,17.7,1018.7,52.0,66.0,16.6,0.742128,24.5
2022-11-10 05:00:00,0.0,18.6,1019.3,56.0,73.0,14.0,0.756596,23.7
2022-11-10 06:00:00,0.0,16.9,1019.4,62.0,64.0,11.5,0.731064,24.1
2022-11-10 07:00:00,0.0,17.1,1020.0,58.0,68.0,9.4,0.716596,23.3
2022-11-10 08:00:00,0.0,17.6,1020.4,57.0,74.0,8.3,0.668085,22.5
2022-11-10 09:00:00,0.0,18.3,1020.6,54.0,78.0,8.3,0.579574,22.3
2022-11-10 10:00:00,0.0,18.6,1020.2,61.0,79.0,8.3,0.538723,22.4
2022-11-10 11:00:00,0.0,18.6,1019.5,75.0,81.0,6.8,0.491064,22.0
2022-11-10 12:00:00,0.0,19.0,1018.7,70.0,85.0,6.1,0.468936,21.6
2022-11-10 13:00:00,0.0,19.0,1018.8,38.0,89.0,6.1,0.451064,20.9
2022-11-10 14:00:00,0.0,19.1,1018.8,31.0,90.0,7.2,0.453617,20.8
2022-11-10 15:00:00,0.0,19.1,1019.0,30.0,87.0,6.8,0.482553,21.4
2022-11-10 16:00:00,0.0,18.9,1019.2,37.0,84.0,8.6,0.489362,21.7
2022-11-10 17:00:00,0.0,19.0,1019.6,41.0,84.0,8.6,0.500426,21.8
2022-11-10 18:00:00,0.0,18.6,1020.0,44.0,72.0,12.6,0.341277,24.0
2022-11-10 19:00:00,0.0,18.2,1020.3,48.0,64.0,15.5,-0.133617,25.5
2022-11-10 20:00:00,0.0,17.3,1020.2,48.0,56.0,14.8,-0.131915,26.8
2022-11-10 21:00:00,0.0,16.9,1019.7,45.0,52.0,16.2,-0.291064,27.6
2022-11-10 22:00:00,0.0,17.4,1018.7,45.0,51.0,16.2,-0.159149,28.5
2022-11-10 23:00:00,0.0,16.9,1017.7,43.0,48.0,16.9,-0.347234,29.0
2022-11-11 00:00:00,0.0,17.0,1017.0,42.0,49.0,18.0,-0.374468,28.8
2022-11-11 01:00:00,0.0,17.5,1016.9,39.0,53.0,18.7,-0.149787,28.0
2022-11-11 02:00:00,0.0,17.9,1016.7,39.0,57.0,16.9,0.12766,27.1
2022-11-11 03:00:00,0.0,18.6,1017.0,38.0,66.0,16.6,0.540426,25.4
2022-11-11 04:00:00,0.0,19.0,1017.6,32.0,75.0,14.4,0.760851,23.7
2022-11-11 05:00:00,0.0,19.4,1018.2,35.0,81.0,13.0,0.770213,22.8
2022-11-11 06:00:00,0.0,19.4,1018.8,37.0,81.0,11.5,0.72,22.8
2022-11-11 07:00:00,0.0,19.8,1019.2,34.0,84.0,10.8,0.691915,22.6
2022-11-11 08:00:00,0.0,19.8,1019.4,35.0,86.0,9.0,0.651915,22.3
2022-11-11 09:00:00,0.0,19.5,1019.2,33.0,83.0,7.9,0.597447,22.5
2022-11-11 10:00:00,0.0,19.1,1019.1,32.0,83.0,7.6,0.550638,22.1
2022-11-11 11:00:00,0.0,19.4,1019.0,35.0,85.0,7.6,0.514043,22.0
2022-11-11 12:00:00,0.0,19.4,1018.6,36.0,89.0,7.2,0.485958,21.3
2022-11-11 13:00:00,0.0,19.4,1018.1,28.0,91.0,7.6,0.460426,20.9
2022-11-11 14:00:00,0.0,19.0,1017.9,35.0,88.0,6.8,0.460426,21.1
2022-11-11 15:00:00,0.0,18.7,1017.6,35.0,83.0,10.1,0.479149,21.7
2022-11-11 16:00:00,0.0,17.6,1017.8,32.0,78.0,13.3,0.491915,21.6
2022-11-11 17:00:00,0.0,18.0,1017.5,28.0,80.0,14.4,0.462979,21.6
2022-11-11 18:00:00,0.0,15.4,1018.0,29.0,60.0,16.9,0.400851,23.6
2022-11-11 19:00:00,0.0,14.2,1018.4,34.0,50.0,16.6,-0.118298,25.4
2022-11-11 20:00:00,0.0,13.3,1018.7,44.0,43.0,16.6,-0.193191,26.9
2022-11-11 21:00:00,0.0,13.8,1018.6,40.0,45.0,19.1,0.0306384,26.7
2022-11-11 22:00:00,0.0,13.0,1017.6,38.0,40.0,18.0,-0.00851046,27.8
2022-11-11 23:00:00,0.0,13.0,1016.3,34.0,40.0,22.7,-0.331064,27.8
2022-11-12 00:00:00,0.0,13.5,1015.6,34.0,44.0,21.6,-0.204255,26.8
2022-11-12 01:00:00,0.0,14.3,1015.4,35.0,48.0,22.7,0.00851071,26.2
2022-11-12 02:00:00,0.0,15.1,1015.9,36.0,53.0,22.0,0.126809,25.4
2022-11-12 03:00:00,0.0,17.4,1016.4,38.0,69.0,16.6,0.513192,23.4
2022-11-12 04:00:00,0.0,16.5,1016.6,36.0,65.0,12.2,0.716596,23.5
2022-11-12 05:00:00,0.0,17.5,1016.9,40.0,73.0,13.3,0.738723,22.6
2022-11-12 06:00:00,0.0,17.5,1017.1,41.0,74.0,12.2,0.704681,22.4
2022-11-12 07:00:00,0.0,17.5,1017.5,38.0,76.0,11.9,0.666383,21.9
2022-11-12 08:00:00,0.0,17.7,1017.8,38.0,77.0,10.8,0.645106,21.9
2022-11-12 09:00:00,0.0,17.9,1017.5,39.0,78.0,11.2,0.584681,21.9
2022-11-12 10:00:00,0.0,18.0,1017.6,35.0,79.0,9.4,0.531064,21.8
2022-11-12 11:00:00,0.0,17.8,1017.0,29.0,78.0,10.1,0.479149,21.8
2022-11-12 12:00:00,0.0,18.0,1016.5,24.0,81.0,8.6,0.468936,21.4
2022-11-12 13:00:00,0.0,17.8,1015.8,22.0,81.0,8.3,0.439149,21.2
2022-11-12 14:00:00,0.0,17.6,1014.8,30.0,79.0,8.6,0.441702,21.4
2022-11-12 15:00:00,0.0,17.0,1014.8,28.0,76.0,7.6,0.449362,21.4
2022-11-12 16:00:00,0.0,16.4,1015.1,26.0,74.0,7.2,0.468936,21.2
2022-11-12 17:00:00,0.0,16.5,1015.7,31.0,69.0,10.4,0.480851,22.5
2022-11-12 18:00:00,0.0,17.4,1016.3,39.0,68.0,15.8,0.333617,23.7
2022-11-12 19:00:00,0.0,17.4,1016.5,37.0,62.0,20.5,0.270638,25.2
2022-11-12 20:00:00,0.0,17.3,1016.6,38.0,57.0,21.6,-0.284255,26.5
2022-11-12 21:00:00,0.1,17.8,1016.2,37.0,60.0,20.2,-0.175319,26.2
2022-11-12 22:00:00,0.1,18.0,1015.5,38.0,61.0,17.6,-0.365106,26.1
2022-11-12 23:00:00,0.2,18.3,1014.6,49.0,60.0,17.3,-0.430638,26.7
2022-11-13 00:00:00,0.1,18.0,1013.7,53.0,58.0,19.1,-0.433191,27.0
2022-11-13 01:00:00,0.0,18.0,1013.6,52.0,59.0,18.4,-0.200851,26.7
2022-11-13 02:00:00,0.0,18.2,1013.8,50.0,62.0,16.6,0.354894,26.0
2022-11-13 03:00:00,0.0,18.1,1014.1,49.0,66.0,15.5,0.521702,24.9
2022-11-13 04:00:00,0.0,18.6,1014.6,48.0,73.0,14.0,0.739574,23.7
2022-11-13 05:00:00,0.0,18.6,1015.1,42.0,76.0,10.1,0.730213,23.1
2022-11-13 06:00:00,0.0,18.3,1015.4,44.0,76.0,8.6,0.683404,22.8
2022-11-13 07:00:00,0.0,18.3,1016.0,47.0,76.0,9.4,0.651064,22.8
2022-11-13 08:00:00,0.0,18.6,1016.2,52.0,79.0,9.7,0.642553,22.4
2022-11-13 09:00:00,0.0,18.7,1016.1,48.0,81.0,9.0,0.600851,22.1
2022-11-13 10:00:00,0.0,19.2,1015.9,49.0,85.0,10.1,0.551489,21.8
2022-11-13 11:00:00,0.0,19.4,1015.8,52.0,87.0,9.0,0.507234,21.7
2022-11-13 12:00:00,0.0,19.5,1015.4,45.0,88.0,10.8,0.482553,21.6
2022-11-13 13:00:00,0.0,19.2,1015.0,44.0,86.0,10.1,0.467234,21.6
2022-11-13 14:00:00,0.0,19.2,1014.9,37.0,87.0,9.7,0.468085,21.5
2022-11-13 15:00:00,0.0,19.3,1014.6,33.0,89.0,8.6,0.47234,21.2
2022-11-13 16:00:00,0.0,19.1,1015.1,39.0,90.0,8.6,0.497872,20.8
2022-11-13 17:00:00,0.0,19.3,1015.6,37.0,90.0,8.3,0.52766,21.0
2022-11-13 18:00:00,0.0,19.2,1016.4,51.0,77.0,10.8,0.388936,23.5
2022-11-13 19:00:00,0.0,19.1,1016.9,54.0,68.0,13.0,-0.0229786,25.4
2022-11-13 20:00:00,0.0,18.7,1017.2,55.0,63.0,15.8,-0.271489,26.3
2022-11-13 21:00:00,0.0,17.9,1016.8,62.0,57.0,16.9,-0.0817021,27.2
2022-11-13 22:00:00,0.0,17.7,1016.2,65.0,54.0,17.3,-0.460425,27.9
2022-11-13 23:00:00,0.0,17.4,1015.5,67.0,51.0,18.4,-0.104681,28.5
2022-11-14 00:00:00,0.0,17.6,1015.0,65.0,52.0,19.1,-0.262979,28.4
2022-11-14 01:00:00,0.0,16.0,1014.5,69.0,47.0,18.4,-0.16,28.4
2022-11-14 02:00:00,0.0,16.0,1014.7,67.0,49.0,18.4,0.140426,27.7
2022-11-14 03:00:00,0.0,16.3,1015.1,64.0,54.0,19.1,0.590638,26.4
2022-11-14 04:00:00,0.0,17.6,1016.0,61.0,64.0,14.4,0.814468,24.9
2022-11-14 05:00:00,0.0,18.3,1016.8,58.0,70.0,12.2,0.830638,24.1
2022-11-14 06:00:00,0.0,18.4,1017.5,59.0,72.0,11.5,0.774468,23.7
2022-11-14 07:00:00,0.0,18.6,1017.8,60.0,75.0,10.8,0.760851,23.3
2022-11-14 08:00:00,0.0,18.7,1018.1,58.0,77.0,9.4,0.667234,22.9
2022-11-14 09:00:00,0.0,18.9,1018.5,58.0,80.0,7.9,0.589787,22.5
2022-11-14 10:00:00,0.0,18.8,1018.4,54.0,81.0,6.8,0.533617,22.2
2022-11-14 11:00:00,0.0,18.7,1017.9,61.0,82.0,7.2,0.486809,21.9
2022-11-14 12:00:00,0.0,19.0,1017.5,55.0,86.0,6.5,0.46383,21.4
2022-11-14 13:00:00,0.0,18.9,1017.2,52.0,87.0,7.6,0.445957,21.1
