DT,prcp,pres,dwpt,rhum,temp,wdir,wspd,Waianae
2022-11-18 14:00:00,0.0,1017.6,20.8,93.0,22.0,25.0,4.7,0.471489
2022-11-18 15:00:00,0.0,1017.7,20.6,95.0,21.4,11.0,5.4,0.508936
2022-11-18 16:00:00,0.0,1017.9,20.6,95.0,21.4,25.0,6.5,0.507234
2022-11-18 17:00:00,0.0,1018.0,20.5,91.0,22.0,42.0,7.6,0.494468
2022-11-18 18:00:00,0.0,1018.6,20.2,80.0,23.9,49.0,12.2,0.231489
2022-11-18 19:00:00,0.0,1019.2,20.1,72.0,25.5,59.0,15.8,-0.0340425
2022-11-18 20:00:00,0.0,1019.3,19.6,67.0,26.2,63.0,14.0,0.024681
2022-11-18 21:00:00,0.0,1018.8,18.8,56.0,28.4,76.0,16.6,-0.170213
2022-11-18 22:00:00,0.1,1017.8,19.0,55.0,29.0,82.0,14.8,-0.0680851
2022-11-18 23:00:00,0.0,1017.3,18.7,54.0,28.9,78.0,14.4,-0.372766
2022-11-19 00:00:00,0.0,1016.7,18.8,54.0,29.1,78.0,13.7,-0.319149
2022-11-19 01:00:00,0.0,1016.4,18.9,55.0,28.8,70.0,13.3,-0.0136169
2022-11-19 02:00:00,0.0,1016.8,19.1,59.0,27.9,64.0,14.4,0.218724
2022-11-19 03:00:00,0.0,1017.3,18.8,63.0,26.4,60.0,13.0,0.651064
2022-11-19 04:00:00,0.0,1018.0,19.5,74.0,24.4,49.0,13.7,0.787234
2022-11-19 05:00:00,0.0,1018.9,19.8,79.0,23.7,48.0,13.3,0.809362
2022-11-19 06:00:00,0.0,1019.4,20.2,83.0,23.3,50.0,13.3,0.788085
2022-11-19 07:00:00,0.0,1019.5,20.4,85.0,23.1,52.0,12.6,0.748936
2022-11-19 08:00:00,0.0,1019.5,20.8,86.0,23.3,50.0,10.8,0.699575
2022-11-19 09:00:00,0.0,1019.7,20.5,85.0,23.2,57.0,13.7,0.68
2022-11-19 10:00:00,0.0,1019.3,20.4,86.0,22.9,55.0,13.0,0.610213
2022-11-19 11:00:00,0.0,1018.7,20.4,86.0,22.9,53.0,11.5,0.562553
2022-11-19 12:00:00,0.0,1018.4,20.6,88.0,22.7,53.0,10.1,0.522553
2022-11-19 13:00:00,0.0,1017.9,20.5,88.0,22.6,53.0,9.4,0.514043
2022-11-19 14:00:00,0.0,1017.6,20.3,88.0,22.4,53.0,9.4,0.49617
2022-11-19 15:00:00,0.0,1017.4,20.0,86.0,22.5,53.0,9.7,0.508085
2022-11-19 16:00:00,0.0,1017.7,20.0,86.0,22.5,52.0,9.4,0.514043
2022-11-19 17:00:00,0.0,1018.3,20.0,86.0,22.5,52.0,11.5,0.52766
2022-11-19 18:00:00,0.0,1018.5,20.1,78.0,24.2,60.0,14.0,0.330213
2022-11-19 19:00:00,0.0,1018.7,20.0,69.0,26.1,66.0,17.3,0.064681
2022-11-19 20:00:00,0.0,1018.9,19.1,60.0,27.6,73.0,19.1,0.037447
2022-11-19 21:00:00,0.0,1018.8,18.6,56.0,28.2,72.0,19.8,-0.299574
2022-11-19 22:00:00,0.0,1018.0,18.4,54.0,28.6,67.0,19.8,-0.297872
2022-11-19 23:00:00,0.0,1017.6,18.4,53.0,28.9,69.0,20.9,-0.317447
2022-11-20 00:00:00,0.0,1016.9,18.0,52.0,28.8,68.0,19.8,-0.302979
2022-11-20 01:00:00,0.0,1016.6,18.2,55.0,28.1,68.0,19.8,-0.121702
2022-11-20 02:00:00,0.0,1016.6,18.5,59.0,27.2,65.0,19.4,0.18383
2022-11-20 03:00:00,0.0,1016.9,19.0,66.0,25.8,63.0,18.7,0.58383
2022-11-20 04:00:00,0.0,1017.7,18.8,69.0,24.9,66.0,16.6,0.76
2022-11-20 05:00:00,0.0,1018.5,19.3,74.0,24.2,61.0,15.8,0.789787
2022-11-20 06:00:00,0.0,1019.2,19.3,76.0,23.8,59.0,14.8,0.73617
2022-11-20 07:00:00,0.0,1019.9,19.6,78.0,23.7,56.0,14.0,0.720851
2022-11-20 08:00:00,0.0,1020.2,19.5,78.0,23.6,59.0,14.4,0.674042
2022-11-20 09:00:00,0.0,1020.3,20.0,82.0,23.2,64.0,14.0,0.638298
2022-11-20 10:00:00,0.0,1020.0,19.9,82.0,23.1,65.0,14.8,0.581277
2022-11-20 11:00:00,0.0,1019.7,19.9,83.0,22.9,62.0,14.0,0.548936
2022-11-20 12:00:00,0.0,1019.2,19.8,82.0,23.0,63.0,14.0,0.517447
2022-11-20 13:00:00,0.0,1018.6,19.7,82.0,22.9,63.0,13.7,0.497872
2022-11-20 14:00:00,0.0,1018.7,19.6,82.0,22.8,60.0,13.3,0.491915
2022-11-20 15:00:00,0.0,1018.8,19.6,82.0,22.8,62.0,15.5,0.488511
2022-11-20 16:00:00,0.0,1019.2,19.7,83.0,22.7,58.0,14.4,0.507234
2022-11-20 17:00:00,0.0,1019.9,19.7,81.0,23.1,61.0,16.2,0.529362
2022-11-20 18:00:00,0.0,1020.2,19.3,72.0,24.7,66.0,19.1,0.353192
2022-11-20 19:00:00,0.0,1020.5,18.9,64.0,26.3,67.0,23.0,0.0348936
2022-11-20 20:00:00,0.0,1020.5,17.8,56.0,27.4,68.0,24.5,-0.250213
2022-11-20 21:00:00,0.0,1020.1,17.7,53.0,28.2,69.0,25.2,-0.335319
2022-11-20 22:00:00,0.0,1019.5,17.2,50.0,28.6,71.0,24.5,-0.36851
2022-11-20 23:00:00,0.0,1018.7,17.5,51.0,28.6,73.0,24.8,-0.420425
2022-11-21 00:00:00,0.0,1017.9,17.1,51.0,28.2,73.0,25.6,-0.271489
2022-11-21 01:00:00,0.0,1017.7,17.2,53.0,27.6,70.0,26.3,-0.102979
2022-11-21 02:00:00,0.0,1017.9,17.5,57.0,26.7,67.0,26.3,0.182979
2022-11-21 03:00:00,0.0,1018.3,18.0,63.0,25.6,66.0,25.6,0.629787
2022-11-21 04:00:00,0.0,1018.7,18.9,72.0,24.3,63.0,22.0,0.806809
2022-11-21 05:00:00,0.0,1019.4,19.0,73.0,24.1,70.0,19.1,0.831489
2022-11-21 06:00:00,0.0,1020.0,19.1,74.0,24.0,71.0,19.4,0.798298
2022-11-21 07:00:00,0.0,1020.4,19.1,75.0,23.8,73.0,19.1,0.749787
2022-11-21 08:00:00,0.0,1020.6,19.3,77.0,23.6,73.0,19.1,0.707234
2022-11-21 09:00:00,0.0,1020.5,19.4,78.0,23.5,71.0,18.4,0.637447
2022-11-21 10:00:00,0.0,1020.3,19.3,78.0,23.4,71.0,17.6,0.572766
2022-11-21 11:00:00,0.0,1020.0,19.4,79.0,23.2,71.0,15.5,0.542128
2022-11-21 12:00:00,0.0,1019.6,19.4,80.0,23.0,71.0,14.8,0.502128
2022-11-21 13:00:00,0.0,1019.4,19.6,83.0,22.6,70.0,14.0,0.486809
2022-11-21 14:00:00,0.0,1019.3,19.5,82.0,22.7,72.0,15.5,0.542128
2022-11-21 15:00:00,0.0,1019.3,19.4,81.0,22.8,69.0,16.2,0.558298
2022-11-21 16:00:00,0.0,1019.5,18.9,78.0,22.9,69.0,16.2,0.561702
2022-11-21 17:00:00,0.0,1020.1,18.4,75.0,23.1,69.0,16.6,0.568511
2022-11-21 18:00:00,0.0,1020.7,17.8,66.0,24.6,74.0,22.0,0.320851
2022-11-21 19:00:00,0.0,1021.1,17.1,58.0,26.0,74.0,24.5,-0.0510636
2022-11-21 20:00:00,0.0,1021.2,16.3,52.0,27.0,74.0,25.9,-0.304681
2022-11-21 21:00:00,0.0,1020.7,16.0,49.0,27.7,76.0,26.6,-0.468936
2022-11-21 22:00:00,0.0,1019.8,13.2,39.0,28.5,73.0,27.0,-0.527659
2022-11-21 23:00:00,0.0,1018.8,14.0,41.0,28.5,75.0,28.8,-0.450213
2022-11-22 00:00:00,0.0,1018.0,14.2,43.0,27.9,72.0,28.1,-0.344681
2022-11-22 01:00:00,0.0,1017.8,13.7,42.0,27.8,74.0,27.7,-0.148936
2022-11-22 02:00:00,0.0,1017.6,14.3,45.0,27.3,74.0,24.8,0.179574
2022-11-22 03:00:00,0.0,1017.9,14.6,49.0,26.2,76.0,24.8,0.545532
2022-11-22 04:00:00,0.0,1018.3,15.2,54.0,25.2,79.0,19.8,0.75234
2022-11-22 05:00:00,0.0,1019.1,16.8,62.0,24.6,82.0,22.3,0.78383
2022-11-22 06:00:00,0.0,1019.8,18.4,72.0,23.8,76.0,20.5,0.77617
2022-11-22 07:00:00,0.0,1020.3,18.4,72.0,23.7,78.0,19.8,0.718298
2022-11-22 08:00:00,0.0,1020.7,18.5,73.0,23.6,75.0,18.7,0.692766
2022-11-22 09:00:00,0.0,1020.8,18.5,74.0,23.4,77.0,18.4,0.613617
2022-11-22 10:00:00,0.0,1020.8,18.4,74.0,23.3,75.0,16.9,0.551489
2022-11-22 11:00:00,0.0,1020.4,18.3,74.0,23.2,72.0,16.2,0.519149
2022-11-22 12:00:00,0.0,1019.9,18.0,73.0,23.1,70.0,17.3,0.481702
2022-11-22 13:00:00,0.0,1019.2,18.0,74.0,22.9,68.0,16.9,0.479149
2022-11-22 14:00:00,0.0,1018.8,18.1,75.0,22.8,68.0,16.2,0.488511
2022-11-22 15:00:00,0.0,1018.9,18.3,77.0,22.5,65.0,14.8,0.506383
2022-11-22 16:00:00,0.0,1019.1,18.2,77.0,22.4,69.0,14.0,0.516596
2022-11-22 17:00:00,0.0,1019.4,17.7,74.0,22.6,67.0,13.7,0.53617
2022-11-22 18:00:00,0.0,1019.9,17.5,66.0,24.3,74.0,17.3,0.302128
2022-11-22 19:00:00,0.0,1020.2,17.7,61.0,25.8,80.0,21.2,0.0536172
2022-11-22 20:00:00,0.0,1020.3,17.6,57.0,26.8,82.0,22.3,-0.0859574
2022-11-22 21:00:00,0.0,1020.1,17.6,54.0,27.7,81.0,20.5,-0.285957
2022-11-22 22:00:00,0.0,1019.3,17.5,52.0,28.3,81.0,20.2,-0.509787
2022-11-22 23:00:00,0.0,1018.5,17.3,50.0,28.7,81.0,19.8,-0.473191
2022-11-23 00:00:00,0.0,1017.8,16.8,49.0,28.6,80.0,19.1,-0.235745
2022-11-23 01:00:00,0.0,1017.8,16.7,50.0,28.1,76.0,19.1,0.116596
2022-11-23 02:00:00,0.0,1017.9,16.6,53.0,27.0,69.0,18.7,0.497021
2022-11-23 03:00:00,0.0,1018.2,16.5,56.0,25.9,72.0,18.4,0.613617
2022-11-23 04:00:00,0.0,1018.7,16.7,62.0,24.5,70.0,14.8,0.737021
2022-11-23 05:00:00,0.0,1019.0,17.0,65.0,24.0,73.0,14.4,0.761702
2022-11-23 06:00:00,0.0,1019.4,17.2,67.0,23.7,72.0,13.7,0.772766
2022-11-23 07:00:00,0.0,1019.9,17.1,68.0,23.3,70.0,11.5,0.698723
2022-11-23 08:00:00,0.0,1020.0,16.6,69.0,22.6,65.0,9.0,0.669787
2022-11-23 09:00:00,0.0,1020.1,16.7,70.0,22.4,59.0,7.9,0.598298
2022-11-23 10:00:00,0.0,1020.0,16.9,73.0,22.0,54.0,7.9,0.531064
2022-11-23 11:00:00,0.0,1019.6,17.3,76.0,21.7,58.0,7.9,0.498723
2022-11-23 12:00:00,0.0,1019.2,17.4,78.0,21.4,53.0,7.2,0.479149
2022-11-23 13:00:00,0.0,1018.6,18.1,82.0,21.3,52.0,7.6,0.466383
2022-11-23 14:00:00,0.0,1018.1,18.3,85.0,20.9,57.0,7.2,0.460426
2022-11-23 15:00:00,0.0,1017.9,18.3,88.0,20.4,48.0,7.9,0.493617
2022-11-23 16:00:00,0.0,1017.8,18.4,89.0,20.3,41.0,9.0,0.507234
2022-11-23 17:00:00,0.0,1018.4,18.6,88.0,20.7,40.0,8.3,0.530213
2022-11-23 18:00:00,0.0,1019.0,18.5,76.0,23.0,50.0,11.2,0.393192
2022-11-23 19:00:00,0.0,1019.5,18.1,67.0,24.6,56.0,12.2,0.024681
2022-11-23 20:00:00,0.0,1019.9,17.7,61.0,25.8,58.0,13.7,-0.118298
2022-11-23 21:00:00,0.0,1019.3,17.1,55.0,26.9,62.0,14.4,-0.305532
2022-11-23 22:00:00,0.0,1018.2,16.9,52.0,27.6,68.0,15.5,0.229787
2022-11-23 23:00:00,0.0,1017.0,16.3,49.0,28.0,64.0,14.4,0.365106
2022-11-24 00:00:00,0.0,1016.2,15.7,47.0,28.1,60.0,14.0,0.0187235
2022-11-24 01:00:00,0.0,1016.0,16.0,50.0,27.3,53.0,14.8,0.00680862
2022-11-24 02:00:00,0.0,1016.1,16.6,56.0,26.1,46.0,15.1,0.457021
2022-11-24 03:00:00,0.0,1016.4,16.7,59.0,25.3,42.0,15.1,0.603404
2022-11-24 04:00:00,0.0,1016.5,17.9,70.0,23.7,44.0,12.6,0.725106
2022-11-24 05:00:00,0.0,1017.1,17.9,73.0,23.0,41.0,10.8,0.763404
2022-11-24 06:00:00,0.0,1017.7,17.9,74.0,22.8,38.0,9.4,0.757447
2022-11-24 07:00:00,0.0,1018.2,17.8,75.0,22.5,37.0,7.9,0.738723
2022-11-24 08:00:00,0.0,1018.5,17.4,76.0,21.8,35.0,6.8,0.697872
2022-11-24 09:00:00,0.0,1018.4,17.1,73.0,22.2,30.0,6.8,0.637447
2022-11-24 10:00:00,0.0,1018.2,17.1,74.0,21.9,32.0,7.6,0.595745
2022-11-24 11:00:00,0.0,1017.9,17.2,76.0,21.6,31.0,8.3,0.544681
2022-11-24 12:00:00,0.0,1017.3,17.3,76.0,21.7,28.0,10.1,0.49617
2022-11-24 13:00:00,0.0,1016.8,17.4,78.0,21.4,32.0,13.3,0.499575
2022-11-24 14:00:00,0.0,1016.7,17.9,83.0,20.9,35.0,16.2,0.497872
2022-11-24 15:00:00,0.0,1015.9,18.0,82.0,21.2,33.0,19.4,0.509787
2022-11-24 16:00:00,0.0,1016.6,17.9,84.0,20.7,35.0,21.2,0.548936
2022-11-24 17:00:00,0.0,1017.3,17.4,82.0,20.6,37.0,20.2,0.584681
2022-11-24 18:00:00,0.1,1018.0,17.7,79.0,21.5,32.0,19.4,0.411064
2022-11-24 19:00:00,0.1,1018.3,18.1,76.0,22.5,38.0,20.9,0.233192
2022-11-24 20:00:00,0.0,1018.5,17.0,66.0,23.7,32.0,25.9,0.100426
2022-11-24 21:00:00,0.0,1018.1,16.6,62.0,24.3,33.0,30.2,0.10383
2022-11-24 22:00:00,0.0,1017.7,15.1,54.0,25.1,36.0,28.4,-0.219574
2022-11-24 23:00:00,0.0,1016.9,14.3,49.0,25.8,39.0,26.6,-0.243404
2022-11-25 00:00:00,0.0,1016.5,14.8,54.0,24.7,40.0,29.2,-0.314894
2022-11-25 01:00:00,0.0,1016.2,14.4,53.0,24.6,40.0,27.0,-0.175319
2022-11-25 02:00:00,0.0,1016.4,14.4,57.0,23.4,42.0,26.6,0.105532
2022-11-25 03:00:00,0.0,1016.6,14.6,61.0,22.5,41.0,25.6,0.411064
2022-11-25 04:00:00,0.0,1017.0,14.3,63.0,21.6,44.0,22.3,0.622128
2022-11-25 05:00:00,0.0,1017.5,13.8,62.0,21.4,47.0,20.5,0.620426
2022-11-25 06:00:00,0.0,1017.6,14.8,67.0,21.2,48.0,20.9,0.613617
2022-11-25 07:00:00,0.0,1018.1,15.3,71.0,20.8,52.0,19.4,0.596596
2022-11-25 08:00:00,0.0,1018.3,14.9,67.0,21.3,53.0,19.4,0.594894
2022-11-25 09:00:00,0.0,1018.3,15.5,72.0,20.7,49.0,19.8,0.523404
2022-11-25 10:00:00,0.0,1018.1,15.8,75.0,20.4,52.0,19.8,0.485106
2022-11-25 11:00:00,0.0,1017.9,16.2,77.0,20.4,54.0,19.1,0.440851
2022-11-25 12:00:00,0.0,1017.4,16.1,76.0,20.5,51.0,16.9,0.417021
2022-11-25 13:00:00,0.0,1016.9,14.7,68.0,20.8,48.0,17.3,0.411915
2022-11-25 14:00:00,0.0,1016.7,13.7,64.0,20.8,48.0,17.6,0.405106
2022-11-25 15:00:00,0.0,1016.8,13.7,64.0,20.8,47.0,16.2,0.420426
2022-11-25 16:00:00,0.0,1016.7,14.1,65.0,20.9,44.0,17.3,0.435745
2022-11-25 17:00:00,0.0,1017.3,14.5,69.0,20.4,48.0,15.8,0.452766
2022-11-25 18:00:00,0.0,1017.6,14.0,60.0,22.1,51.0,17.3,0.278298
2022-11-25 19:00:00,0.0,1017.8,13.2,52.0,23.6,52.0,22.0,-0.0868083
2022-11-25 20:00:00,0.0,1018.1,12.7,47.0,24.8,52.0,25.2,-0.331915
2022-11-25 21:00:00,0.0,1017.9,12.3,44.0,25.4,51.0,24.5,0.0561703
2022-11-25 22:00:00,0.0,1017.4,12.7,47.0,24.8,48.0,22.7,0.482553
2022-11-25 23:00:00,0.0,1016.5,12.4,44.0,25.6,45.0,19.8,0.125106
2022-11-26 00:00:00,0.0,1015.9,11.8,41.0,26.1,43.0,20.5,0.164255
2022-11-26 01:00:00,0.0,1015.8,13.1,49.0,24.5,40.0,21.2,0.330213
2022-11-26 02:00:00,0.0,1015.3,13.9,54.0,23.8,37.0,19.4,0.505532
2022-11-26 03:00:00,0.0,1015.6,13.9,56.0,23.2,37.0,19.4,0.771915
2022-11-26 04:00:00,0.0,1016.2,15.4,67.0,21.8,35.0,13.3,0.880851
2022-11-26 05:00:00,0.0,1016.8,15.6,69.0,21.5,42.0,12.6,0.920851
2022-11-26 06:00:00,0.0,1017.1,15.6,70.0,21.3,36.0,9.7,0.858723
2022-11-26 07:00:00,0.0,1017.5,15.4,71.0,20.9,34.0,8.3,0.845958
2022-11-26 08:00:00,0.0,1017.8,15.6,73.0,20.6,33.0,7.9,1.0
2022-11-26 09:00:00,0.0,1017.9,15.9,74.0,20.7,36.0,7.9,0.908936
2022-11-26 10:00:00,0.0,1017.7,16.6,79.0,20.4,42.0,9.7,0.826383
2022-11-26 11:00:00,0.0,1017.3,17.1,82.0,20.3,38.0,8.6,0.760851
2022-11-26 12:00:00,0.0,1016.9,16.9,83.0,19.9,26.0,9.0,0.697872
2022-11-26 13:00:00,0.0,1016.2,16.6,83.0,19.6,33.0,7.9,0.67234
2022-11-26 14:00:00,0.0,1015.9,16.4,83.0,19.4,39.0,7.2,0.661277
2022-11-26 15:00:00,0.0,1015.8,16.6,86.0,19.0,42.0,6.8,0.674894
2022-11-26 16:00:00,0.0,1015.7,16.5,85.0,19.1,39.0,7.2,0.68766
2022-11-26 17:00:00,0.0,1015.9,16.7,88.0,18.7,40.0,7.2,0.754043
2022-11-26 18:00:00,0.0,1016.5,16.4,73.0,21.4,61.0,7.2,0.635745
2022-11-26 19:00:00,0.0,1016.5,15.9,63.0,23.3,59.0,13.3,0.524255
2022-11-26 20:00:00,0.0,1016.4,15.3,56.0,24.7,61.0,13.3,0.115745
2022-11-26 21:00:00,0.0,1015.9,15.2,53.0,25.5,65.0,11.5,0.228085
2022-11-26 22:00:00,0.0,1015.0,14.5,50.0,25.7,74.0,5.0,0.0340426
2022-11-26 23:00:00,0.0,1014.0,14.0,47.0,26.2,72.0,1.8,0.224681
2022-11-27 00:00:00,0.0,1013.3,13.9,46.0,26.4,53.0,2.5,0.0740426
2022-11-27 01:00:00,0.0,1013.3,14.1,48.0,26.0,69.0,4.7,0.279149
2022-11-27 02:00:00,0.0,1013.5,14.4,51.0,25.3,67.0,7.9,0.550638
2022-11-27 03:00:00,0.0,1013.5,15.6,60.0,23.8,61.0,10.1,0.626383
2022-11-27 04:00:00,0.0,1014.2,16.2,65.0,23.1,53.0,10.8,0.715745
2022-11-27 05:00:00,0.0,1015.0,16.3,67.0,22.7,48.0,10.1,0.693617
2022-11-27 06:00:00,0.0,1015.9,16.7,70.0,22.4,46.0,9.0,0.64
2022-11-27 07:00:00,0.0,1016.5,16.7,73.0,21.8,46.0,7.2,0.629787
2022-11-27 08:00:00,0.0,1016.3,17.9,79.0,21.7,15.0,6.1,0.588085
2022-11-27 09:00:00,0.0,1016.4,18.3,83.0,21.3,17.0,6.8,0.545532
2022-11-27 10:00:00,0.0,1016.2,18.6,86.0,21.0,11.0,5.8,0.507234
2022-11-27 11:00:00,0.0,1015.9,18.7,88.0,20.8,24.0,4.0,0.457021
2022-11-27 12:00:00,0.0,1015.5,18.8,90.0,20.5,32.0,3.6,0.437447
2022-11-27 13:00:00,0.0,1014.7,18.6,97.0,19.1,50.0,4.3,0.388936
2022-11-27 14:00:00,0.0,1014.6,18.3,97.0,18.8,41.0,3.2,0.392341
2022-11-27 15:00:00,0.0,1014.6,18.3,97.0,18.8,33.0,3.2,0.397447
2022-11-27 16:00:00,0.0,1014.8,18.2,98.0,18.5,35.0,4.0,0.415319
2022-11-27 17:00:00,0.0,1015.6,18.3,98.0,18.6,47.0,4.3,0.445107
2022-11-27 18:00:00,0.0,1016.3,18.8,94.0,19.8,46.0,5.4,0.384681
2022-11-27 19:00:00,0.0,1016.9,18.3,78.0,22.3,86.0,4.7,0.258724
2022-11-27 20:00:00,0.0,1017.0,17.1,64.0,24.3,134.0,6.5,0.182979
2022-11-27 21:00:00,0.0,1016.6,16.9,59.0,25.5,153.0,9.4,0.107234
2022-11-27 22:00:00,0.0,1015.8,16.3,54.0,26.4,156.0,10.1,0.102979
2022-11-27 23:00:00,0.0,1015.0,17.7,59.0,26.3,168.0,14.4,0.0961703
2022-11-28 00:00:00,0.0,1014.2,18.8,68.0,25.1,160.0,13.3,0.173617
2022-11-28 01:00:00,0.0,1014.1,18.6,68.0,24.9,162.0,11.9,0.399149
2022-11-28 02:00:00,0.0,1014.3,18.5,70.0,24.3,165.0,13.0,0.537021
2022-11-28 03:00:00,0.0,1014.3,18.4,72.0,23.7,154.0,9.7,0.701277
2022-11-28 04:00:00,0.0,1014.6,18.4,73.0,23.5,144.0,8.6,0.815319
2022-11-28 05:00:00,0.0,1015.2,18.4,74.0,23.3,135.0,9.0,0.837447
2022-11-28 06:00:00,0.0,1015.9,18.4,76.0,22.9,138.0,7.6,0.777872
2022-11-28 07:00:00,0.0,1016.3,18.6,77.0,22.8,146.0,10.1,0.733617
2022-11-28 08:00:00,0.0,1016.5,18.0,77.0,22.2,154.0,10.1,0.675745
2022-11-28 09:00:00,0.0,1016.4,17.6,77.0,21.8,119.0,7.2,0.619574
2022-11-28 10:00:00,0.0,1016.1,19.3,89.0,21.2,127.0,8.6,0.546383
2022-11-28 11:00:00,0.2,1016.0,19.2,89.0,21.1,110.0,6.5,0.501277
2022-11-28 12:00:00,0.2,1015.5,18.9,87.0,21.2,81.0,5.0,0.482553
2022-11-28 13:00:00,0.3,1014.9,19.3,89.0,21.2,86.0,5.8,0.468936
2022-11-28 14:00:00,0.3,1015.0,19.8,92.0,21.2,87.0,4.3,0.478298
2022-11-28 15:00:00,0.5,1014.7,19.9,92.0,21.3,89.0,4.0,0.479149
2022-11-28 16:00:00,0.0,1015.2,20.3,95.0,21.1,50.0,2.9,0.508085
2022-11-28 17:00:00,0.0,1015.7,20.3,96.0,21.0,60.0,3.6,0.531064
2022-11-28 18:00:00,0.0,1016.0,20.0,87.0,22.3,90.0,7.2,0.495319
2022-11-28 19:00:00,0.0,1017.0,19.4,78.0,23.5,132.0,13.7,0.494468
2022-11-28 20:00:00,0.0,1017.4,20.2,82.0,23.4,109.0,7.9,0.398298
2022-11-28 21:00:00,0.2,1016.9,19.2,72.0,24.6,91.0,6.8,0.443404
2022-11-28 22:00:00,0.1,1016.4,18.6,65.0,25.7,125.0,10.1,0.402553
2022-11-28 23:00:00,0.0,1015.5,18.4,61.0,26.5,130.0,11.2,0.355745
2022-11-29 00:00:00,0.0,1014.8,18.2,60.0,26.6,126.0,12.2,0.38383
2022-11-29 01:00:00,0.5,1015.0,18.1,62.0,25.9,102.0,6.5,0.386383
2022-11-29 02:00:00,0.6,1015.2,18.5,66.0,25.3,108.0,2.2,0.517447
2022-11-29 03:00:00,0.2,1015.3,18.8,69.0,24.9,122.0,5.4,0.639149
2022-11-29 04:00:00,0.0,1015.4,19.4,77.0,23.7,56.0,5.0,0.757447
2022-11-29 05:00:00,0.0,1016.0,20.0,82.0,23.2,25.0,5.0,0.838298
2022-11-29 06:00:00,0.0,1016.3,20.9,92.0,22.3,70.0,2.2,0.774468
2022-11-29 07:00:00,0.0,1016.7,21.1,92.0,22.5,94.0,4.0,0.761702
2022-11-29 08:00:00,0.0,1016.9,21.0,91.0,22.5,84.0,3.2,0.651915
2022-11-29 09:00:00,0.0,1016.6,20.6,94.0,21.6,65.0,3.6,0.594043
2022-11-29 10:00:00,0.0,1016.2,20.2,92.0,21.6,58.0,4.0,0.525958
2022-11-29 11:00:00,0.0,1016.0,19.8,94.0,20.8,44.0,5.4,0.479149
2022-11-29 12:00:00,0.0,1015.3,20.3,94.0,21.3,35.0,5.8,0.442553
2022-11-29 13:00:00,0.0,1014.8,20.3,94.0,21.3,39.0,5.0,0.426383
2022-11-29 14:00:00,0.0,1014.6,20.5,95.0,21.3,37.0,4.3,0.438298
2022-11-29 15:00:00,0.0,1014.6,20.5,95.0,21.3,39.0,5.0,0.460426
2022-11-29 16:00:00,0.0,1015.1,20.5,96.0,21.2,41.0,4.7,0.465532
2022-11-29 17:00:00,0.0,1015.4,20.5,97.0,21.0,40.0,4.0,0.512341
2022-11-29 18:00:00,0.0,1015.7,21.0,92.0,22.4,31.0,4.3,0.371064
2022-11-29 19:00:00,0.0,1016.4,21.0,76.0,25.5,63.0,3.6,0.175319
2022-11-29 20:00:00,0.0,1016.3,20.2,65.0,27.4,99.0,1.1,-0.0893615
2022-11-29 21:00:00,0.0,1015.1,18.2,52.0,29.1,240.0,6.8,-0.239149
2022-11-29 22:00:00,0.0,1014.7,18.8,54.0,29.1,251.0,10.1,0.0714895
2022-11-29 23:00:00,0.1,1013.9,19.0,55.0,29.0,284.0,9.7,0.0936172
2022-11-30 00:00:00,0.0,1013.1,18.5,52.0,29.4,303.0,8.6,0.165958
2022-11-30 01:00:00,0.0,1012.9,18.5,52.0,29.4,300.0,8.6,0.321702
2022-11-30 02:00:00,0.0,1013.0,18.6,56.0,28.2,334.0,11.2,0.409362
2022-11-30 03:00:00,0.0,1013.4,19.1,61.0,27.3,351.0,10.4,0.624681
2022-11-30 04:00:00,0.0,1014.0,19.7,70.0,25.6,8.0,6.8,0.775319
2022-11-30 05:00:00,0.0,1015.0,20.3,77.0,24.6,17.0,6.1,0.817873
2022-11-30 06:00:00,0.0,1015.6,20.9,85.0,23.6,23.0,5.8,0.766808
2022-11-30 07:00:00,0.0,1015.8,21.3,91.0,22.8,33.0,5.8,0.732766
2022-11-30 08:00:00,0.0,1015.9,21.3,92.0,22.7,48.0,4.3,0.665532
2022-11-30 09:00:00,0.0,1015.6,21.3,93.0,22.5,19.0,4.7,0.586383
2022-11-30 10:00:00,0.0,1015.2,21.4,96.0,22.1,10.0,5.0,0.550638
2022-11-30 11:00:00,0.0,1014.9,21.6,98.0,21.9,3.0,3.2,0.488511
2022-11-30 12:00:00,0.0,1014.5,21.3,99.0,21.5,16.0,4.7,0.450213
2022-11-30 13:00:00,0.0,1014.2,21.1,99.0,21.3,6.0,4.0,0.43234
2022-11-30 14:00:00,0.0,1014.1,21.0,98.0,21.3,13.0,4.3,0.443404
2022-11-30 15:00:00,0.0,1014.3,20.7,97.0,21.2,19.0,4.0,0.457872
2022-11-30 16:00:00,0.0,1014.9,20.9,99.0,21.1,10.0,4.3,0.488511
2022-11-30 17:00:00,0.0,1014.6,20.7,98.0,21.0,15.0,6.1,0.516596
2022-11-30 18:00:00,0.0,1015.1,21.1,91.0,22.6,0.0,5.8,0.4
2022-11-30 19:00:00,0.0,1015.3,21.1,78.0,25.2,4.0,8.3,0.104681
2022-11-30 20:00:00,0.0,1015.0,19.7,61.0,27.9,11.0,9.4,-0.0306382
