DT,prcp,dwpt,pres,rhum,temp,wspd,wdir,Waianae
2022-12-03 20:00:00,0.0,17.9,1016.0,58.0,26.9,16.2,89.0,-0.0170212
2022-12-03 21:00:00,0.0,17.3,1015.3,52.0,28.1,16.2,90.0,0.144681
2022-12-03 22:00:00,0.0,17.0,1014.6,49.0,28.8,16.2,89.0,0.0468085
2022-12-03 23:00:00,0.0,16.6,1013.8,47.0,29.1,15.8,88.0,-0.175319
2022-12-04 00:00:00,0.0,16.5,1013.4,47.0,28.9,14.8,88.0,-0.221277
2022-12-04 01:00:00,0.0,17.6,1013.4,54.0,27.7,16.2,82.0,0.584681
2022-12-04 02:00:00,0.0,17.4,1013.7,58.0,26.3,10.1,85.0,0.530213
2022-12-04 03:00:00,0.0,18.2,1014.2,65.0,25.3,13.0,80.0,0.652766
2022-12-04 04:00:00,0.0,18.4,1014.8,70.0,24.2,12.2,72.0,0.740426
2022-12-04 05:00:00,0.0,18.5,1015.4,74.0,23.4,9.4,71.0,0.770213
2022-12-04 06:00:00,0.0,18.6,1016.3,76.0,23.1,7.2,73.0,0.726808
2022-12-04 07:00:00,0.0,18.8,1016.6,77.0,23.0,10.4,86.0,0.671489
2022-12-04 08:00:00,0.0,19.1,1016.7,79.0,22.9,8.6,95.0,0.675745
2022-12-04 09:00:00,0.0,19.1,1016.7,81.0,22.5,7.6,86.0,0.595745
2022-12-04 10:00:00,0.0,18.9,1016.5,82.0,22.1,7.2,73.0,0.562553
2022-12-04 11:00:00,0.0,18.8,1016.0,84.0,21.6,7.9,64.0,0.493617
2022-12-04 12:00:00,0.0,18.7,1015.6,83.0,21.7,7.9,57.0,0.468085
2022-12-04 13:00:00,0.0,18.6,1015.1,83.0,21.6,8.3,62.0,0.443404
2022-12-04 14:00:00,0.0,18.6,1014.8,84.0,21.4,8.6,65.0,0.415319
2022-12-04 15:00:00,0.0,18.8,1015.1,88.0,20.9,7.2,66.0,0.435745
2022-12-04 16:00:00,0.0,18.7,1015.4,88.0,20.8,7.2,65.0,0.454468
2022-12-04 17:00:00,0.0,18.7,1015.8,87.0,20.9,8.3,66.0,0.477447
2022-12-04 18:00:00,0.0,18.2,1015.8,71.0,23.8,13.7,69.0,0.382979
2022-12-04 19:00:00,0.0,18.0,1016.2,63.0,25.6,15.5,78.0,0.114894
2022-12-04 20:00:00,0.0,17.5,1016.5,56.0,27.0,16.2,90.0,0.153192
2022-12-04 21:00:00,0.0,16.8,1016.2,51.0,27.9,15.8,98.0,0.187234
2022-12-04 22:00:00,0.0,16.7,1015.2,49.0,28.4,15.8,103.0,0.0612767
2022-12-04 23:00:00,0.0,16.9,1014.0,51.0,28.0,15.5,110.0,0.0987235
2022-12-05 00:00:00,0.0,16.8,1013.3,51.0,27.9,16.2,117.0,0.363404
2022-12-05 01:00:00,0.1,17.5,1013.5,57.0,26.7,14.0,115.0,0.551489
2022-12-05 02:00:00,0.5,17.7,1013.6,59.0,26.4,12.6,118.0,0.578723
2022-12-05 03:00:00,0.2,18.0,1013.8,63.0,25.6,11.5,111.0,0.650213
2022-12-05 04:00:00,0.0,18.1,1014.2,68.0,24.4,8.6,98.0,0.759149
2022-12-05 05:00:00,0.0,18.9,1014.8,75.0,23.6,6.5,89.0,0.811915
2022-12-05 06:00:00,0.0,19.5,1015.5,81.0,22.9,5.0,84.0,0.779575
2022-12-05 07:00:00,0.0,19.9,1015.9,87.0,22.2,4.7,92.0,0.734468
2022-12-05 08:00:00,0.0,20.1,1016.3,89.0,22.0,5.0,94.0,0.662979
2022-12-05 09:00:00,0.0,20.2,1015.5,92.0,21.6,4.3,56.0,0.577872
2022-12-05 10:00:00,0.0,20.0,1015.3,91.0,21.5,5.8,51.0,0.525958
2022-12-05 11:00:00,0.0,19.6,1014.6,92.0,21.0,4.3,58.0,0.46383
2022-12-05 12:00:00,0.0,19.4,1014.1,94.0,20.4,5.0,62.0,0.442553
2022-12-05 13:00:00,0.0,19.5,1014.1,90.0,21.2,4.7,161.0,0.41617
2022-12-05 14:00:00,0.0,19.5,1013.5,91.0,21.0,6.5,51.0,0.428936
2022-12-05 15:00:00,0.0,19.0,1012.9,89.0,20.9,5.4,60.0,0.449362
2022-12-05 16:00:00,0.0,18.8,1013.0,88.0,20.9,7.2,84.0,0.473192
2022-12-05 17:00:00,0.0,19.0,1013.4,88.0,21.1,7.9,102.0,0.524255
2022-12-05 18:00:00,0.0,19.1,1013.9,79.0,22.9,13.0,144.0,0.329362
2022-12-05 19:00:00,0.2,19.0,1014.8,78.0,23.0,11.2,145.0,0.0519149
2022-12-05 20:00:00,0.3,18.8,1015.0,74.0,23.7,12.6,128.0,-0.246808
2022-12-05 21:00:00,0.1,18.9,1014.4,70.0,24.7,11.9,140.0,-0.0987232
2022-12-05 22:00:00,0.0,18.7,1013.4,66.0,25.5,13.3,141.0,-0.125106
2022-12-05 23:00:00,0.0,18.5,1012.4,64.0,25.8,13.7,148.0,-0.013617
2022-12-06 00:00:00,0.1,18.5,1011.4,65.0,25.6,15.1,155.0,-0.211915
2022-12-06 01:00:00,0.2,19.1,1011.0,70.0,25.0,13.0,152.0,0.349787
2022-12-06 02:00:00,0.0,18.8,1011.0,69.0,24.9,13.0,153.0,0.550638
2022-12-06 03:00:00,0.0,19.1,1011.4,73.0,24.2,11.5,150.0,0.667234
2022-12-06 04:00:00,0.0,19.3,1011.7,79.0,23.1,8.6,138.0,0.758298
2022-12-06 05:00:00,0.0,19.7,1012.2,80.0,23.3,9.0,150.0,0.811915
2022-12-06 06:00:00,0.0,20.2,1012.6,85.0,22.9,5.0,142.0,0.782128
2022-12-06 07:00:00,0.0,20.5,1013.1,92.0,21.9,4.7,120.0,0.740426
2022-12-06 08:00:00,0.0,20.5,1013.2,93.0,21.7,5.0,105.0,0.679149
2022-12-06 09:00:00,0.0,20.4,1013.3,93.0,21.6,6.1,111.0,0.593192
2022-12-06 10:00:00,0.0,20.5,1012.8,89.0,22.4,9.0,133.0,0.532766
2022-12-06 11:00:00,0.0,20.3,1012.6,88.0,22.4,9.0,137.0,0.492766
2022-12-06 12:00:00,0.0,20.3,1012.5,88.0,22.4,8.3,148.0,0.470638
2022-12-06 13:00:00,0.0,20.0,1012.0,86.0,22.5,9.0,143.0,0.450213
2022-12-06 14:00:00,0.0,20.0,1012.5,86.0,22.5,7.9,136.0,0.474043
2022-12-06 15:00:00,0.0,19.9,1012.2,87.0,22.2,7.9,116.0,0.497872
2022-12-06 16:00:00,0.0,20.0,1012.6,88.0,22.1,7.9,107.0,0.51149
2022-12-06 17:00:00,0.0,20.2,1013.1,90.0,21.9,7.9,87.0,0.545532
2022-12-06 18:00:00,0.0,20.1,1013.7,83.0,23.1,9.7,84.0,0.41617
2022-12-06 19:00:00,0.0,19.3,1014.6,70.0,25.2,9.0,91.0,0.297021
2022-12-06 20:00:00,0.0,18.2,1014.5,57.0,27.5,11.9,100.0,0.144681
2022-12-06 21:00:00,0.0,17.5,1014.1,51.0,28.6,12.6,120.0,0.0229789
2022-12-06 22:00:00,0.0,17.6,1013.6,50.0,29.1,13.3,142.0,-0.198298
2022-12-06 23:00:00,0.3,18.8,1013.3,55.0,28.7,15.5,151.0,0.388936
2022-12-07 00:00:00,0.3,19.3,1013.1,63.0,26.9,11.5,149.0,0.177021
2022-12-07 01:00:00,0.0,18.2,1013.2,57.0,27.5,10.8,140.0,0.422979
2022-12-07 02:00:00,0.0,18.8,1013.5,61.0,27.0,8.6,137.0,0.513192
2022-12-07 03:00:00,0.0,19.4,1014.1,66.0,26.3,4.3,143.0,0.630638
2022-12-07 04:00:00,0.0,20.2,1015.0,74.0,25.2,7.2,151.0,0.784681
2022-12-07 05:00:00,0.0,20.6,1015.9,79.0,24.5,9.4,129.0,0.849362
2022-12-07 06:00:00,0.0,20.7,1016.9,81.0,24.2,9.0,93.0,0.813617
2022-12-07 07:00:00,0.0,21.0,1017.6,83.0,24.1,10.8,73.0,0.793191
2022-12-07 08:00:00,0.0,20.9,1017.9,84.0,23.8,13.3,71.0,0.72
2022-12-07 09:00:00,0.0,21.1,1017.9,86.0,23.6,14.8,70.0,0.653617
2022-12-07 10:00:00,0.0,20.8,1017.7,85.0,23.5,17.3,70.0,0.592341
2022-12-07 11:00:00,0.0,20.4,1017.4,83.0,23.5,18.0,99.0,0.538723
2022-12-07 12:00:00,0.0,20.3,1017.1,83.0,23.4,14.0,101.0,0.523404
2022-12-07 13:00:00,0.0,20.2,1016.6,84.0,23.1,13.0,91.0,0.492766
2022-12-07 14:00:00,0.0,20.1,1016.6,82.0,23.3,14.0,87.0,0.510638
2022-12-07 15:00:00,0.0,20.1,1016.7,83.0,23.1,13.0,75.0,0.522553
2022-12-07 16:00:00,0.0,19.5,1016.7,80.0,23.1,16.2,73.0,0.542128
2022-12-07 17:00:00,0.0,19.2,1016.9,78.0,23.3,19.4,76.0,0.58383
2022-12-07 18:00:00,0.0,19.4,1017.4,74.0,24.3,22.0,77.0,0.348085
2022-12-07 19:00:00,0.0,19.4,1018.2,68.0,25.7,23.8,81.0,0.225532
2022-12-07 20:00:00,0.0,18.3,1018.4,59.0,27.0,25.2,83.0,-0.13617
2022-12-07 21:00:00,0.0,18.0,1018.1,56.0,27.6,26.3,85.0,0.024681
2022-12-07 22:00:00,0.0,18.2,1017.6,56.0,27.8,26.3,83.0,0.222128
2022-12-07 23:00:00,0.0,18.8,1016.4,58.0,27.8,25.6,78.0,0.138724
2022-12-08 00:00:00,0.0,18.5,1015.8,57.0,27.8,26.6,76.0,-0.240851
2022-12-08 01:00:00,0.0,18.4,1015.6,58.0,27.4,27.7,76.0,-0.0195743
2022-12-08 02:00:00,0.0,18.6,1015.9,62.0,26.5,29.9,81.0,0.337872
2022-12-08 03:00:00,0.0,18.8,1016.7,66.0,25.6,26.3,83.0,0.627234
2022-12-08 04:00:00,0.0,19.4,1017.8,74.0,24.3,22.3,82.0,0.757447
2022-12-08 05:00:00,0.0,19.4,1018.9,77.0,23.7,20.9,78.0,0.828085
2022-12-08 06:00:00,0.0,19.8,1019.6,80.0,23.4,20.2,73.0,0.781277
2022-12-08 07:00:00,0.0,19.7,1020.1,79.0,23.6,20.2,79.0,0.761702
2022-12-08 08:00:00,0.0,20.1,1020.0,81.0,23.5,19.4,79.0,0.706383
2022-12-08 09:00:00,0.0,20.3,1020.2,83.0,23.4,18.7,80.0,0.628936
2022-12-08 10:00:00,0.0,20.3,1020.3,84.0,23.2,19.1,78.0,0.587234
2022-12-08 11:00:00,0.0,20.3,1020.1,84.0,23.2,20.5,77.0,0.537021
2022-12-08 12:00:00,0.0,20.2,1020.0,83.0,23.3,21.2,79.0,0.51234
2022-12-08 13:00:00,0.0,20.1,1019.9,83.0,23.1,19.8,80.0,0.494468
2022-12-08 14:00:00,0.0,20.0,1019.8,83.0,23.0,19.1,81.0,0.499574
2022-12-08 15:00:00,0.0,19.9,1019.7,84.0,22.7,18.4,79.0,0.515745
2022-12-08 16:00:00,0.0,19.7,1020.1,83.0,22.7,16.9,79.0,0.53617
2022-12-08 17:00:00,0.0,19.7,1020.6,83.0,22.7,16.6,80.0,0.574468
2022-12-08 18:00:00,0.0,19.1,1020.5,74.0,24.0,20.5,72.0,0.428936
2022-12-08 19:00:00,0.0,18.4,1021.0,65.0,25.5,27.0,77.0,0.122553
2022-12-08 20:00:00,0.0,17.8,1021.3,58.0,26.7,28.4,77.0,0.156596
2022-12-08 21:00:00,0.0,17.6,1021.0,55.0,27.4,28.4,74.0,-0.141276
2022-12-08 22:00:00,0.0,17.6,1020.4,54.0,27.7,28.4,73.0,-0.286808
2022-12-08 23:00:00,0.0,17.5,1019.5,53.0,28.0,28.4,75.0,-0.281702
2022-12-09 00:00:00,0.0,17.4,1018.9,53.0,27.9,28.8,75.0,-0.222979
2022-12-09 01:00:00,0.0,17.5,1019.1,56.0,27.0,28.4,72.0,0.205958
2022-12-09 02:00:00,0.0,17.4,1019.4,58.0,26.3,27.0,70.0,0.381277
2022-12-09 03:00:00,0.0,17.4,1020.0,62.0,25.2,26.6,70.0,0.54383
2022-12-09 04:00:00,0.0,18.1,1020.5,69.0,24.1,20.5,72.0,0.737021
2022-12-09 05:00:00,0.0,18.0,1021.2,69.0,24.0,18.7,72.0,0.770213
2022-12-09 06:00:00,0.0,18.8,1021.7,74.0,23.7,19.4,72.0,0.742128
2022-12-09 07:00:00,0.0,19.4,1022.2,79.0,23.2,19.4,70.0,0.73617
2022-12-09 08:00:00,0.0,18.9,1022.3,76.0,23.4,22.0,75.0,0.686809
2022-12-09 09:00:00,0.0,19.0,1022.2,77.0,23.3,21.2,78.0,0.603404
2022-12-09 10:00:00,0.0,18.8,1021.9,77.0,23.1,21.6,75.0,0.526809
2022-12-09 11:00:00,0.0,17.8,1021.3,73.0,22.9,23.4,74.0,0.495319
2022-12-09 12:00:00,0.0,17.1,1020.7,71.0,22.6,22.7,78.0,0.446808
2022-12-09 13:00:00,0.0,14.8,1020.2,63.0,22.2,22.3,77.0,0.434894
2022-12-09 14:00:00,0.0,15.4,1020.0,65.0,22.3,19.1,78.0,0.451915
2022-12-09 15:00:00,0.0,15.1,1020.0,62.0,22.8,20.5,79.0,0.474894
2022-12-09 16:00:00,0.0,14.8,1019.9,61.0,22.7,20.9,79.0,0.499574
2022-12-09 17:00:00,0.0,14.8,1020.3,60.0,23.0,21.2,79.0,0.531915
2022-12-09 18:00:00,0.0,16.1,1020.9,61.0,24.1,24.8,80.0,0.411064
2022-12-09 19:00:00,0.0,15.7,1021.3,56.0,25.1,30.2,82.0,0.171915
2022-12-09 20:00:00,0.0,15.4,1021.6,51.0,26.3,31.7,84.0,-0.194043
2022-12-09 21:00:00,0.0,15.6,1021.0,50.0,26.9,30.6,82.0,0.0493618
2022-12-09 22:00:00,0.0,14.6,1019.9,45.0,27.6,29.2,83.0,-0.287659
2022-12-09 23:00:00,0.0,14.8,1018.7,46.0,27.4,29.2,82.0,-0.0995744
2022-12-10 00:00:00,0.0,15.9,1018.0,50.0,27.2,27.4,85.0,-0.16
2022-12-10 01:00:00,0.0,16.0,1018.0,53.0,26.3,26.6,83.0,-0.0936168
2022-12-10 02:00:00,0.0,16.0,1017.9,54.0,26.0,24.5,83.0,0.250213
2022-12-10 03:00:00,0.0,15.8,1018.3,57.0,24.9,23.8,84.0,0.50383
2022-12-10 04:00:00,0.0,17.1,1018.8,66.0,23.8,19.1,84.0,0.70383
2022-12-10 05:00:00,0.0,16.8,1019.1,67.0,23.3,17.3,77.0,0.737021
2022-12-10 06:00:00,0.0,16.4,1019.5,66.0,23.1,13.3,73.0,0.708936
2022-12-10 07:00:00,0.0,17.6,1019.9,73.0,22.7,11.5,74.0,0.68766
2022-12-10 08:00:00,0.0,17.8,1020.3,73.0,22.9,14.8,77.0,0.659575
2022-12-10 09:00:00,0.0,18.5,1020.4,77.0,22.7,16.2,80.0,0.611064
2022-12-10 10:00:00,0.0,19.5,1019.9,84.0,22.3,15.1,76.0,0.559149
2022-12-10 11:00:00,0.0,19.0,1019.5,82.0,22.2,16.2,75.0,0.515745
2022-12-10 12:00:00,0.0,18.5,1018.9,78.0,22.5,16.9,75.0,0.491064
2022-12-10 13:00:00,0.0,17.8,1018.6,75.0,22.4,15.5,76.0,0.464681
2022-12-10 14:00:00,0.0,16.5,1018.7,71.0,22.0,11.9,71.0,0.46383
2022-12-10 15:00:00,0.0,15.9,1018.2,69.0,21.8,11.5,69.0,0.47234
2022-12-10 16:00:00,0.0,15.4,1018.5,65.0,22.3,14.4,75.0,0.48
2022-12-10 17:00:00,0.0,15.1,1018.8,64.0,22.2,13.3,71.0,0.514042
2022-12-10 18:00:00,0.0,16.1,1019.3,62.0,23.8,16.2,77.0,0.453617
2022-12-10 19:00:00,0.0,17.6,1019.7,65.0,24.6,24.8,74.0,0.0800001
2022-12-10 20:00:00,0.0,17.0,1019.4,58.0,25.9,25.6,77.0,0.102128
2022-12-10 21:00:00,0.0,16.5,1018.7,54.0,26.6,26.6,78.0,-0.195744
2022-12-10 22:00:00,0.0,16.2,1017.9,51.0,27.2,25.2,78.0,-0.243404
2022-12-10 23:00:00,0.0,15.4,1016.9,47.0,27.7,24.1,77.0,-0.235745
2022-12-11 00:00:00,0.0,15.7,1016.2,49.0,27.3,25.2,78.0,-0.0468083
2022-12-11 01:00:00,0.0,15.1,1015.7,47.0,27.4,21.6,81.0,-0.041702
2022-12-11 02:00:00,0.0,16.7,1015.9,56.0,26.2,21.6,76.0,0.325958
2022-12-11 03:00:00,0.0,16.9,1016.3,61.0,24.9,23.4,75.0,0.584681
2022-12-11 04:00:00,0.0,18.3,1016.7,73.0,23.4,20.2,73.0,0.697021
2022-12-11 05:00:00,0.0,18.6,1017.1,76.0,23.1,18.4,72.0,0.697872
2022-12-11 06:00:00,0.0,18.7,1017.6,77.0,22.9,15.8,69.0,0.67234
2022-12-11 07:00:00,0.0,18.8,1018.0,78.0,22.8,15.5,69.0,0.661277
2022-12-11 08:00:00,0.0,19.4,1018.2,82.0,22.6,17.6,69.0,0.640851
2022-12-11 09:00:00,0.0,19.5,1018.1,83.0,22.5,17.6,69.0,0.595745
2022-12-11 10:00:00,0.0,19.5,1018.1,83.0,22.5,15.1,68.0,0.558298
2022-12-11 11:00:00,0.0,19.8,1017.6,87.0,22.1,14.4,73.0,0.518298
2022-12-11 12:00:00,0.0,19.8,1017.2,88.0,21.9,13.0,71.0,0.495319
2022-12-11 13:00:00,0.0,19.7,1016.9,88.0,21.8,9.7,73.0,0.484255
2022-12-11 14:00:00,0.0,19.5,1017.1,89.0,21.4,9.0,77.0,0.48
2022-12-11 15:00:00,0.0,19.5,1017.1,88.0,21.6,9.4,76.0,0.477447
2022-12-11 16:00:00,0.0,19.7,1017.6,89.0,21.6,9.0,74.0,0.508085
2022-12-11 17:00:00,0.0,19.5,1017.6,86.0,22.0,15.5,72.0,0.528511
2022-12-11 18:00:00,0.0,18.8,1018.0,76.0,23.3,18.7,68.0,0.46383
2022-12-11 19:00:00,0.0,18.2,1018.7,65.0,25.2,18.7,69.0,0.378724
2022-12-11 20:00:00,0.0,17.2,1019.3,56.0,26.7,22.7,74.0,0.17617
2022-12-11 21:00:00,0.0,17.1,1018.3,53.0,27.5,23.8,75.0,0.0280851
2022-12-11 22:00:00,0.0,17.2,1017.5,52.0,28.0,24.8,72.0,-0.16851
2022-12-11 23:00:00,0.0,17.5,1016.9,53.0,28.0,24.1,71.0,0.0365959
2022-12-12 00:00:00,0.0,18.0,1016.3,58.0,27.0,24.5,68.0,-0.0638296
2022-12-12 01:00:00,0.0,18.7,1015.9,63.0,26.3,23.8,66.0,0.205958
2022-12-12 02:00:00,0.0,18.6,1016.2,64.0,25.9,23.8,70.0,0.237447
2022-12-12 03:00:00,0.0,19.0,1016.8,72.0,24.4,19.1,66.0,0.62383
2022-12-12 04:00:00,0.0,19.6,1017.4,80.0,23.2,14.4,61.0,0.784681
2022-12-12 05:00:00,0.0,19.9,1018.0,84.0,22.7,13.3,59.0,0.834043
2022-12-12 06:00:00,0.0,19.8,1018.1,85.0,22.4,16.2,60.0,0.808511
2022-12-12 07:00:00,0.0,19.6,1018.2,87.0,21.9,14.4,53.0,0.741277
2022-12-12 08:00:00,0.0,19.6,1018.2,87.0,21.9,14.8,56.0,0.674894
2022-12-12 09:00:00,0.0,19.6,1018.1,87.0,21.9,14.0,54.0,0.609362
2022-12-12 10:00:00,0.0,19.7,1017.7,86.0,22.2,17.6,57.0,0.559149
2022-12-12 11:00:00,0.0,19.6,1017.4,85.0,22.2,17.6,52.0,0.516596
2022-12-12 12:00:00,0.0,19.7,1017.0,88.0,21.8,16.2,51.0,0.490213
2022-12-12 13:00:00,0.0,19.5,1016.5,87.0,21.8,15.8,50.0,0.464681
2022-12-12 14:00:00,0.0,19.3,1016.3,88.0,21.4,15.5,50.0,0.475745
2022-12-12 15:00:00,0.0,19.3,1016.4,89.0,21.2,15.8,47.0,0.48766
2022-12-12 16:00:00,0.0,19.0,1016.7,88.0,21.1,17.6,49.0,0.515745
2022-12-12 17:00:00,0.0,18.9,1017.2,88.0,21.0,17.6,50.0,0.532766
2022-12-12 18:00:00,0.0,18.9,1017.6,83.0,21.9,18.7,55.0,0.402553
2022-12-12 19:00:00,0.1,19.0,1018.0,78.0,23.0,18.4,56.0,0.198298
2022-12-12 20:00:00,0.0,18.6,1018.1,70.0,24.4,21.2,56.0,0.00680862
2022-12-12 21:00:00,0.0,18.3,1017.8,64.0,25.6,23.4,55.0,-0.027234
2022-12-12 22:00:00,0.0,18.0,1017.1,62.0,25.8,24.8,57.0,-0.0595744
2022-12-12 23:00:00,0.0,18.2,1015.4,63.0,25.8,24.1,61.0,0.0604255
2022-12-13 00:00:00,0.0,17.7,1014.6,59.0,26.3,23.0,64.0,-0.0119148
2022-12-13 01:00:00,0.0,17.3,1014.3,58.0,26.2,23.0,63.0,-0.10383
2022-12-13 02:00:00,0.0,17.4,1014.4,62.0,25.2,23.4,59.0,0.228085
2022-12-13 03:00:00,0.0,17.8,1014.9,70.0,23.6,21.2,54.0,0.565107
2022-12-13 04:00:00,0.0,18.2,1015.6,77.0,22.4,16.9,51.0,0.777873
2022-12-13 05:00:00,0.0,17.9,1016.2,74.0,22.8,15.8,59.0,0.817872
2022-12-13 06:00:00,0.0,17.8,1016.4,74.0,22.7,15.1,56.0,0.771915
2022-12-13 07:00:00,0.0,18.0,1016.7,76.0,22.4,15.5,54.0,0.761702
2022-12-13 08:00:00,0.0,18.5,1016.6,82.0,21.7,16.2,56.0,0.698723
2022-12-13 09:00:00,0.0,18.7,1016.0,83.0,21.7,15.5,56.0,0.601702
2022-12-13 10:00:00,0.0,19.3,1015.8,85.0,21.9,13.0,66.0,0.548085
2022-12-13 11:00:00,0.0,19.3,1015.3,86.0,21.7,12.6,61.0,0.488511
2022-12-13 12:00:00,0.0,19.3,1014.9,87.0,21.6,11.9,64.0,0.485958
2022-12-13 13:00:00,0.0,19.5,1014.6,88.0,21.6,11.9,60.0,0.458724
2022-12-13 14:00:00,0.0,19.3,1014.7,87.0,21.6,12.6,59.0,0.453617
2022-12-13 15:00:00,0.0,19.4,1014.2,86.0,21.8,14.4,60.0,0.485106
2022-12-13 16:00:00,0.0,19.1,1014.7,84.0,21.9,16.2,65.0,0.509787
2022-12-13 17:00:00,0.0,18.8,1014.9,83.0,21.8,16.2,74.0,0.540426
2022-12-13 18:00:00,0.0,18.4,1015.1,75.0,23.1,20.2,80.0,0.384681
2022-12-13 19:00:00,0.0,18.7,1015.6,68.0,25.0,23.0,80.0,0.11234
2022-12-13 20:00:00,0.0,18.6,1016.3,65.0,25.7,21.6,69.0,-0.138723
2022-12-13 21:00:00,0.0,18.9,1015.9,64.0,26.3,20.9,68.0,-0.365106
2022-12-13 22:00:00,0.0,18.6,1015.1,62.0,26.5,20.2,67.0,-0.497872
2022-12-13 23:00:00,0.0,18.3,1013.9,58.0,27.3,19.1,70.0,-0.459574
2022-12-14 00:00:00,0.0,18.6,1012.7,59.0,27.3,19.8,74.0,-0.316596
2022-12-14 01:00:00,0.0,18.7,1012.1,60.0,27.1,20.2,77.0,-0.188936
2022-12-14 02:00:00,0.0,18.8,1012.1,63.0,26.4,20.9,77.0,0.128511
2022-12-14 03:00:00,0.0,18.9,1012.2,68.0,25.2,19.4,78.0,0.542128
2022-12-14 04:00:00,0.0,19.3,1013.0,76.0,23.8,15.5,72.0,0.748936
2022-12-14 05:00:00,0.0,19.7,1013.5,81.0,23.1,13.7,69.0,0.794894
2022-12-14 06:00:00,0.0,19.6,1014.2,83.0,22.6,11.9,62.0,0.761702
2022-12-14 07:00:00,0.0,19.7,1014.5,84.0,22.5,11.9,65.0,0.739574
2022-12-14 08:00:00,0.0,19.7,1014.4,86.0,22.2,11.9,70.0,0.679149
2022-12-14 09:00:00,0.0,19.8,1014.3,87.0,22.1,11.9,75.0,0.606809
2022-12-14 10:00:00,0.0,19.8,1014.0,88.0,21.9,10.8,74.0,0.53617
2022-12-14 11:00:00,0.0,19.5,1013.4,86.0,21.9,12.2,76.0,0.497021
2022-12-14 12:00:00,0.0,19.5,1013.0,87.0,21.8,13.0,75.0,0.45617
2022-12-14 13:00:00,0.0,19.6,1012.6,88.0,21.7,12.6,73.0,0.441702
2022-12-14 14:00:00,0.0,19.7,1012.3,89.0,21.6,12.6,80.0,0.445107
2022-12-14 15:00:00,0.0,19.8,1012.4,90.0,21.5,11.5,85.0,0.461277
2022-12-14 16:00:00,0.0,19.5,1012.7,89.0,21.4,10.8,85.0,0.489362
2022-12-14 17:00:00,0.0,19.5,1013.1,90.0,21.2,9.7,84.0,0.516596
2022-12-14 18:00:00,0.0,19.3,1013.3,81.0,22.7,12.6,90.0,0.334468
2022-12-14 19:00:00,0.0,18.5,1013.7,68.0,24.8,14.8,100.0,-0.0119148
2022-12-14 20:00:00,0.0,17.1,1013.8,57.0,26.3,16.6,103.0,-0.00680837
2022-12-14 21:00:00,0.0,16.1,1012.7,50.0,27.4,18.0,101.0,0.0170214
2022-12-14 22:00:00,0.0,16.2,1012.0,49.0,27.9,18.0,116.0,-0.188936
2022-12-14 23:00:00,0.0,16.5,1011.1,50.0,27.9,18.4,132.0,-0.375319
2022-12-15 00:00:00,0.0,16.8,1010.3,52.0,27.5,16.9,150.0,-0.279149
2022-12-15 01:00:00,0.0,18.0,1010.2,59.0,26.7,16.2,161.0,-0.095319
2022-12-15 02:00:00,0.0,16.4,1010.1,54.0,26.5,10.4,182.0,0.435745
2022-12-15 03:00:00,0.0,17.3,1010.3,60.0,25.6,8.6,184.0,0.571064
2022-12-15 04:00:00,0.0,18.1,1010.7,70.0,23.9,3.2,154.0,0.752341
2022-12-15 05:00:00,0.0,18.7,1011.4,78.0,22.7,4.0,93.0,0.820426
2022-12-15 06:00:00,0.0,19.2,1011.9,83.0,22.2,4.7,67.0,0.78383
2022-12-15 07:00:00,0.0,19.4,1012.1,88.0,21.5,3.2,62.0,0.76
2022-12-15 08:00:00,0.0,19.4,1012.3,87.0,21.7,5.8,105.0,0.691064
2022-12-15 09:00:00,0.0,19.7,1012.3,86.0,22.2,7.6,124.0,0.594894
2022-12-15 10:00:00,0.0,19.6,1011.9,85.0,22.2,8.3,133.0,0.51234
2022-12-15 11:00:00,0.0,19.4,1011.2,86.0,21.8,6.8,148.0,0.48
2022-12-15 12:00:00,0.0,19.3,1010.8,89.0,21.2,6.1,150.0,0.433192
2022-12-15 13:00:00,0.0,19.1,1010.2,90.0,20.8,6.5,138.0,0.428936
2022-12-15 14:00:00,0.0,19.4,1010.2,83.0,22.4,4.0,148.0,0.424681
2022-12-15 15:00:00,0.0,19.5,1010.3,86.0,22.0,3.2,288.0,0.445958
2022-12-15 16:00:00,0.0,19.6,1010.9,88.0,21.7,4.0,302.0,0.491064
2022-12-15 17:00:00,0.0,19.0,1010.6,92.0,20.3,1.8,26.0,0.514894
2022-12-15 18:00:00,0.0,19.6,1011.1,88.0,21.7,1.1,40.0,0.344681
2022-12-15 19:00:00,0.0,19.0,1011.5,73.0,24.1,3.2,208.0,0.011064
2022-12-15 20:00:00,0.0,17.4,1011.7,60.0,25.7,6.5,223.0,-0.225532
2022-12-15 21:00:00,0.0,16.8,1011.3,55.0,26.6,9.0,222.0,-0.399149
2022-12-15 22:00:00,0.0,15.8,1010.7,50.0,27.1,11.2,222.0,-0.442553
2022-12-15 23:00:00,0.0,18.0,1010.1,60.0,26.4,12.6,214.0,-0.44851
2022-12-16 00:00:00,0.0,17.6,1009.3,58.0,26.5,11.9,215.0,-0.369362
2022-12-16 01:00:00,0.0,18.0,1009.1,61.0,26.1,11.5,207.0,-0.148936
2022-12-16 02:00:00,0.0,18.9,1009.5,67.0,25.5,10.8,212.0,0.147234
