DT,prcp,dwpt,temp,wdir,pres,wspd,Donalsonville,rhum
2022-06-06 22:00:00,0.2,19.8,26.2,195.0,1011.7,8.6,0.189655,68.0
2022-06-06 23:00:00,0.0,19.2,28.0,180.0,1011.6,22.2,0.224138,59.0
2022-06-07 00:00:00,0.0,19.4,26.5,140.0,1012.4,14.8,0.275862,65.0
2022-06-07 01:00:00,0.0,19.0,24.6,110.0,1012.4,16.7,0.362069,71.0
2022-06-07 02:00:00,0.0,19.4,23.9,100.0,1013.1,13.0,0.362069,76.0
2022-06-07 03:00:00,0.0,20.0,24.7,134.0,1013.3,6.5,0.362069,75.0
2022-06-07 04:00:00,0.0,20.0,23.4,150.0,1013.4,7.4,0.344828,81.0
2022-06-07 05:00:00,0.0,20.4,22.9,130.0,1013.6,5.5,0.310345,86.0
2022-06-07 06:00:00,0.0,20.4,22.5,0.0,1013.5,0.0,0.275862,88.0
2022-06-07 07:00:00,0.0,20.3,22.0,130.0,1013.3,5.5,0.258621,90.0
2022-06-07 08:00:00,0.0,20.6,21.4,134.0,1013.5,5.8,0.241379,95.0
2022-06-07 09:00:00,0.0,20.2,21.6,100.0,1013.6,5.5,0.224138,92.0
2022-06-07 10:00:00,0.0,19.8,21.2,150.0,1014.3,5.5,0.224138,92.0
2022-06-07 11:00:00,0.0,19.7,21.8,130.0,1014.6,5.5,0.241379,88.0
2022-06-07 12:00:00,0.0,21.0,22.9,163.0,1015.0,2.2,0.293103,89.0
2022-06-07 13:00:00,0.0,21.5,25.2,221.0,1015.0,4.7,0.310345,80.0
2022-06-07 14:00:00,0.0,21.6,26.4,0.0,1015.2,0.0,0.258621,75.0
2022-06-07 15:00:00,0.0,20.2,28.4,240.0,1015.2,9.3,0.137931,61.0
2022-06-07 16:00:00,0.0,19.8,30.8,263.0,1015.2,6.5,0.155172,52.0
2022-06-07 17:00:00,0.0,18.7,32.1,260.0,1014.9,5.0,0.034483,45.0
2022-06-07 18:00:00,0.0,18.9,30.9,0.0,1014.2,0.0,0.034483,49.0
2022-06-07 19:00:00,0.0,17.7,31.8,310.0,1013.8,9.3,0.137931,43.0
2022-06-07 20:00:00,0.0,16.9,32.6,240.0,1013.1,9.3,0.034483,39.0
2022-06-07 21:00:00,0.0,17.5,34.3,227.0,1012.7,6.1,0.086207,37.0
2022-06-07 22:00:00,0.0,17.3,34.0,221.0,1012.3,9.0,0.137931,37.0
2022-06-07 23:00:00,0.0,18.5,31.9,360.0,1012.1,7.4,0.155172,45.0
2022-06-08 00:00:00,0.0,20.0,29.1,0.0,1012.9,0.0,0.275862,58.0
2022-06-08 01:00:00,0.0,20.0,26.6,0.0,1013.5,0.0,0.362069,67.0
2022-06-08 02:00:00,0.0,19.4,24.8,240.0,1014.0,5.5,0.37931,72.0
2022-06-08 03:00:00,0.0,20.6,27.3,216.0,1014.4,11.9,0.362069,67.0
2022-06-08 04:00:00,0.0,21.3,25.2,0.0,1014.9,0.0,0.327586,79.0
2022-06-08 05:00:00,0.0,21.5,24.4,0.0,1014.4,0.0,0.310345,84.0
2022-06-08 06:00:00,0.0,22.3,23.0,0.0,1014.2,0.0,0.275862,96.0
2022-06-08 07:00:00,0.0,20.9,24.2,257.0,1014.2,8.3,0.258621,82.0
2022-06-08 08:00:00,0.0,21.0,23.7,266.0,1014.2,7.9,0.258621,85.0
2022-06-08 09:00:00,0.0,20.6,23.3,258.0,1013.7,7.9,0.224138,85.0
2022-06-08 10:00:00,0.0,21.0,22.4,0.0,1014.3,0.0,0.224138,92.0
2022-06-08 11:00:00,0.0,21.6,23.0,220.0,1015.0,5.5,0.241379,92.0
2022-06-08 12:00:00,0.0,21.9,24.6,246.0,1015.7,5.8,0.293103,85.0
2022-06-08 13:00:00,0.0,22.0,26.6,265.0,1016.1,7.6,0.293103,76.0
2022-06-08 14:00:00,0.0,22.0,25.1,0.0,1016.3,0.0,0.241379,83.0
2022-06-08 15:00:00,0.0,22.0,25.9,0.0,1016.0,0.0,0.310345,79.0
2022-06-08 16:00:00,0.0,19.7,30.0,287.0,1015.9,9.7,0.310345,54.0
2022-06-08 17:00:00,0.0,19.7,30.7,284.0,1015.4,8.6,0.224138,52.0
2022-06-08 18:00:00,0.0,20.1,30.5,200.0,1014.5,5.5,0.137931,54.0
2022-06-08 19:00:00,0.0,19.5,31.2,220.0,1014.0,9.3,0.017241,50.0
2022-06-08 20:00:00,0.0,19.4,32.1,270.0,1013.4,9.3,0.017241,47.0
2022-06-08 21:00:00,0.0,19.5,32.2,300.0,1012.7,11.1,0.051724,47.0
2022-06-08 22:00:00,0.0,19.7,31.7,228.0,1012.4,19.8,0.103448,49.0
2022-06-08 23:00:00,0.0,20.0,31.0,240.0,1012.1,11.1,0.172414,52.0
2022-06-09 00:00:00,0.0,20.8,28.5,260.0,1012.4,9.3,0.258621,63.0
2022-06-09 01:00:00,0.0,21.3,27.5,250.0,1012.5,9.3,0.362069,69.0
2022-06-09 02:00:00,0.0,20.8,28.5,220.0,1013.1,17.3,0.37931,63.0
2022-06-09 03:00:00,0.0,21.6,26.8,260.0,1013.8,11.1,0.37931,73.0
2022-06-09 04:00:00,0.0,21.8,25.9,230.0,1014.0,9.3,0.344828,78.0
2022-06-09 05:00:00,0.0,22.4,25.1,220.0,1013.8,11.1,0.310345,85.0
2022-06-09 06:00:00,0.0,22.7,24.4,280.0,1013.5,5.5,0.293103,90.0
2022-06-09 07:00:00,0.0,22.9,24.7,241.0,1013.1,10.8,0.258621,90.0
2022-06-09 08:00:00,0.0,22.9,24.1,0.0,1013.6,0.0,0.241379,93.0
2022-06-09 09:00:00,0.0,23.0,23.8,220.0,1014.1,7.4,0.224138,95.0
2022-06-09 10:00:00,0.0,23.1,24.0,260.0,1014.4,5.5,0.224138,95.0
2022-06-09 11:00:00,0.0,23.6,24.6,0.0,1014.8,0.0,0.241379,94.0
2022-06-09 12:00:00,0.0,23.1,26.0,264.0,1015.2,16.6,0.293103,84.0
2022-06-09 13:00:00,0.0,23.7,26.0,270.0,1015.2,11.1,0.327586,87.0
2022-06-09 14:00:00,0.0,21.7,26.0,340.0,1015.0,18.5,0.293103,77.0
2022-06-09 15:00:00,0.0,19.6,26.7,300.0,1014.8,7.4,0.258621,65.0
2022-06-09 16:00:00,0.0,19.9,28.4,260.0,1014.3,9.3,0.310345,60.0
2022-06-09 17:00:00,0.0,20.6,33.4,272.0,1013.7,18.4,0.137931,47.0
2022-06-09 18:00:00,0.0,22.2,30.9,320.0,1013.1,5.5,0.103448,60.0
2022-06-09 19:00:00,0.0,21.5,32.0,290.0,1012.0,13.0,0.017241,54.0
2022-06-09 20:00:00,0.0,20.4,24.9,300.0,1011.0,11.1,-0.017241,76.0
2022-06-09 21:00:00,0.0,20.5,25.7,270.0,1011.0,13.0,0.275862,73.0
2022-06-09 22:00:00,0.0,18.2,33.7,272.0,1010.6,14.0,0.362069,40.0
2022-06-09 23:00:00,0.0,20.6,25.6,260.0,1010.3,9.3,0.275862,74.0
2022-06-10 00:00:00,0.0,21.8,24.7,250.0,1010.8,7.4,0.241379,84.0
2022-06-10 01:00:00,0.0,22.4,23.6,240.0,1011.2,7.4,0.275862,93.0
2022-06-10 02:00:00,0.0,21.8,26.8,217.0,1012.8,10.4,0.327586,74.0
2022-06-10 03:00:00,0.0,22.2,23.2,0.0,1013.1,0.0,0.327586,94.0
2022-06-10 04:00:00,0.0,22.3,23.0,250.0,1013.0,7.4,0.293103,96.0
2022-06-10 05:00:00,0.0,22.0,22.7,0.0,1013.1,0.0,0.258621,96.0
2022-06-10 06:00:00,0.0,23.1,24.1,272.0,1012.6,5.4,0.241379,94.0
2022-06-10 07:00:00,0.0,22.7,23.5,297.0,1012.2,5.4,0.224138,95.0
2022-06-10 08:00:00,0.0,20.9,21.6,0.0,1012.1,0.0,0.224138,96.0
2022-06-10 09:00:00,0.0,20.9,21.6,0.0,1012.5,0.0,0.206897,96.0
2022-06-10 10:00:00,0.0,20.8,21.6,340.0,1013.0,5.5,0.224138,95.0
2022-06-10 11:00:00,0.0,21.5,23.4,360.0,1013.6,7.4,0.241379,89.0
2022-06-10 12:00:00,0.0,20.3,24.8,25.0,1013.9,6.8,0.293103,76.0
2022-06-10 13:00:00,0.0,18.9,26.0,70.0,1014.1,11.1,0.293103,65.0
2022-06-10 14:00:00,0.0,18.5,28.4,150.0,1014.4,11.1,0.258621,55.0
2022-06-10 15:00:00,0.0,19.0,28.9,240.0,1014.2,5.5,0.137931,55.0
2022-06-10 16:00:00,0.0,17.0,31.5,314.0,1013.8,2.2,0.068966,42.0
2022-06-10 17:00:00,0.0,15.5,32.5,212.0,1013.4,3.2,0.017241,36.0
2022-06-10 18:00:00,0.0,19.5,30.8,260.0,1012.7,16.7,0.051724,51.0
2022-06-10 19:00:00,0.0,19.8,31.8,310.0,1011.6,11.1,0.034483,49.0
2022-06-10 20:00:00,0.0,19.3,32.0,360.0,1010.6,9.3,0.103448,47.0
2022-06-10 21:00:00,0.0,14.1,34.7,287.0,1010.1,12.2,0.017241,29.0
2022-06-10 22:00:00,0.0,19.8,30.8,232.0,1010.1,21.2,0.172414,52.0
2022-06-10 23:00:00,0.0,20.0,31.0,260.0,1009.3,13.0,0.258621,52.0
2022-06-11 00:00:00,0.0,21.1,23.8,230.0,1009.3,7.4,0.327586,85.0
2022-06-11 01:00:00,0.0,20.8,28.0,217.0,1010.1,9.4,0.362069,65.0
2022-06-11 02:00:00,0.0,21.8,27.3,200.0,1011.2,10.8,0.344828,72.0
2022-06-11 03:00:00,0.0,21.2,22.9,130.0,1011.3,7.4,0.327586,90.0
2022-06-11 04:00:00,0.0,21.5,23.1,0.0,1011.2,0.0,0.310345,91.0
2022-06-11 05:00:00,0.0,22.2,22.9,190.0,1011.4,5.5,0.293103,96.0
2022-06-11 06:00:00,0.0,22.8,24.5,234.0,1011.3,10.4,0.275862,90.0
2022-06-11 07:00:00,0.0,22.5,24.1,241.0,1011.0,9.0,0.258621,91.0
2022-06-11 08:00:00,0.0,21.3,22.0,0.0,1010.5,0.0,0.241379,96.0
2022-06-11 09:00:00,0.0,21.1,21.6,0.0,1011.1,0.0,0.241379,97.0
2022-06-11 10:00:00,0.0,20.7,21.2,0.0,1011.4,0.0,0.224138,97.0
2022-06-11 11:00:00,0.0,21.4,21.6,225.0,1011.9,5.0,0.206897,99.0
2022-06-11 12:00:00,0.0,21.5,22.7,259.0,1012.2,5.0,0.189655,93.0
2022-06-11 13:00:00,0.0,20.8,24.1,320.0,1012.6,5.5,0.172414,82.0
2022-06-11 14:00:00,0.0,21.2,26.4,330.0,1012.5,5.5,0.12069,73.0
2022-06-11 15:00:00,0.0,22.0,28.5,265.0,1012.1,4.3,0.034483,68.0
2022-06-11 16:00:00,0.0,22.1,30.2,218.0,1011.7,5.8,-0.086207,62.0
2022-06-11 17:00:00,0.0,20.1,29.5,340.0,1011.3,7.4,-0.12069,57.0
2022-06-11 18:00:00,0.0,19.9,30.6,290.0,1010.8,7.4,-0.155172,53.0
2022-06-11 19:00:00,0.0,19.2,31.5,330.0,1010.2,7.4,-0.155172,48.0
2022-06-11 20:00:00,0.0,20.5,33.3,226.0,1009.2,8.6,-0.137931,47.0
2022-06-11 21:00:00,0.0,19.9,33.5,219.0,1008.6,7.9,-0.034483,45.0
2022-06-11 22:00:00,0.0,18.4,32.2,310.0,1008.3,5.5,0.0,44.0
2022-06-11 23:00:00,0.2,19.3,31.6,210.0,1008.6,13.0,0.086207,48.0
2022-06-12 00:00:00,0.0,20.3,28.8,220.0,1009.8,11.1,0.206897,60.0
2022-06-12 01:00:00,0.2,20.7,27.4,200.0,1010.9,11.1,0.310345,67.0
2022-06-12 02:00:00,0.2,21.5,26.1,149.0,1011.5,10.4,0.327586,76.0
2022-06-12 03:00:00,0.0,20.8,26.0,210.0,1012.1,11.1,0.310345,73.0
2022-06-12 04:00:00,0.0,22.3,25.2,220.0,1012.1,11.1,0.293103,84.0
2022-06-12 05:00:00,0.0,22.7,24.4,210.0,1012.4,5.5,0.258621,90.0
2022-06-12 06:00:00,0.0,22.6,23.8,220.0,1012.3,5.5,0.241379,93.0
2022-06-12 07:00:00,0.0,23.3,24.3,179.0,1011.9,9.0,0.224138,94.0
2022-06-12 08:00:00,0.0,22.7,23.2,0.0,1012.0,0.0,0.189655,97.0
2022-06-12 09:00:00,0.0,22.4,23.2,0.0,1012.3,0.0,0.189655,95.0
2022-06-12 10:00:00,0.0,22.5,23.2,0.0,1011.8,0.0,0.172414,96.0
2022-06-12 11:00:00,0.0,22.5,22.8,144.0,1012.6,4.7,0.172414,98.0
2022-06-12 12:00:00,0.0,22.9,25.0,180.0,1013.3,5.5,0.172414,88.0
2022-06-12 13:00:00,0.0,22.4,26.8,190.0,1013.6,7.4,0.155172,77.0
2022-06-12 14:00:00,0.0,20.9,29.2,190.0,1013.8,5.5,0.103448,61.0
2022-06-12 15:00:00,0.0,21.3,30.2,224.0,1013.8,7.9,0.017241,59.0
2022-06-12 16:00:00,0.0,19.7,32.1,250.0,1013.9,6.5,-0.051724,48.0
2022-06-12 17:00:00,0.0,18.9,33.2,253.0,1013.6,6.1,-0.103448,43.0
2022-06-12 18:00:00,0.0,20.5,32.6,0.0,1012.9,0.0,-0.137931,49.0
2022-06-12 19:00:00,0.0,19.2,33.1,300.0,1012.2,7.4,-0.12069,44.0
2022-06-12 20:00:00,0.0,18.9,35.4,220.0,1011.4,9.0,-0.017241,38.0
2022-06-12 21:00:00,0.0,19.3,35.3,234.0,1011.5,9.4,0.017241,39.0
2022-06-12 22:00:00,0.0,20.7,31.8,290.0,1011.3,5.5,0.155172,52.0
2022-06-12 23:00:00,0.1,20.6,32.4,0.0,1011.7,0.0,0.172414,50.0
2022-06-13 00:00:00,0.2,20.5,29.0,0.0,1012.3,0.0,0.310345,60.0
2022-06-13 01:00:00,0.0,21.0,27.7,0.0,1013.6,0.0,0.37931,67.0
2022-06-13 02:00:00,0.0,21.9,29.1,206.0,1014.3,11.5,0.413793,65.0
2022-06-13 03:00:00,0.0,21.8,27.3,0.0,1015.0,0.0,0.413793,72.0
2022-06-13 04:00:00,0.0,23.0,25.5,200.0,1014.9,13.0,0.37931,86.0
2022-06-13 05:00:00,0.0,23.5,25.4,0.0,1014.9,0.0,0.362069,89.0
2022-06-13 06:00:00,0.0,23.7,24.6,220.0,1014.7,5.5,0.327586,95.0
2022-06-13 07:00:00,0.0,24.3,25.5,212.0,1014.4,9.0,0.293103,93.0
2022-06-13 08:00:00,0.0,24.4,24.7,0.0,1014.6,0.0,0.275862,98.0
2022-06-13 09:00:00,0.0,24.8,25.3,220.0,1014.7,9.3,0.275862,97.0
2022-06-13 10:00:00,0.0,24.9,25.4,234.0,1015.5,8.6,0.275862,97.0
2022-06-13 11:00:00,0.0,25.0,25.7,255.0,1016.4,9.0,0.310345,96.0
2022-06-13 12:00:00,0.0,25.3,26.0,310.0,1016.6,7.4,0.362069,96.0
2022-06-13 13:00:00,0.0,25.0,28.2,300.0,1017.3,9.3,0.362069,83.0
2022-06-13 14:00:00,0.1,23.4,30.0,300.0,1017.7,7.4,0.327586,68.0
2022-06-13 15:00:00,0.2,23.4,31.3,266.0,1017.5,10.8,0.241379,63.0
2022-06-13 16:00:00,0.0,23.5,32.8,266.0,1017.5,10.4,0.206897,58.0
2022-06-13 17:00:00,0.0,21.7,32.5,0.0,1017.4,0.0,0.155172,53.0
2022-06-13 18:00:00,0.0,20.4,34.4,20.0,1016.8,7.4,0.137931,44.0
2022-06-13 19:00:00,0.0,20.0,35.2,310.0,1015.9,7.4,0.103448,41.0
2022-06-13 20:00:00,0.0,21.3,35.8,243.0,1015.0,11.2,0.086207,43.0
2022-06-13 21:00:00,0.0,21.4,35.9,247.0,1014.4,11.2,0.206897,43.0
2022-06-13 22:00:00,0.0,22.5,33.7,230.0,1015.3,14.8,0.189655,52.0
2022-06-13 23:00:00,0.1,23.5,32.6,230.0,1015.9,16.7,0.224138,59.0
2022-06-14 00:00:00,0.6,23.2,29.7,220.0,1016.7,11.1,0.327586,68.0
2022-06-14 01:00:00,0.0,23.2,28.7,205.0,1016.7,9.0,0.413793,72.0
2022-06-14 02:00:00,0.0,22.2,28.2,240.0,1016.7,11.1,0.413793,70.0
2022-06-14 03:00:00,0.0,22.5,27.6,230.0,1017.6,7.4,0.448276,74.0
2022-06-14 04:00:00,0.0,23.5,26.4,240.0,1017.7,7.4,0.413793,84.0
2022-06-14 05:00:00,0.0,24.1,26.6,232.0,1017.7,12.2,0.362069,86.0
2022-06-14 06:00:00,0.0,24.2,26.2,217.0,1017.2,10.4,0.327586,89.0
2022-06-14 07:00:00,0.0,24.5,25.4,230.0,1017.0,5.5,0.293103,95.0
2022-06-14 08:00:00,0.0,24.7,25.4,230.0,1017.3,5.5,0.275862,96.0
2022-06-14 09:00:00,0.0,24.9,25.4,280.0,1017.2,7.4,0.241379,97.0
2022-06-14 10:00:00,0.0,24.7,25.2,270.0,1017.1,5.5,0.241379,97.0
2022-06-14 11:00:00,0.0,24.7,25.2,244.0,1017.5,10.4,0.275862,97.0
2022-06-14 12:00:00,0.0,25.1,26.7,290.0,1017.9,7.4,0.310345,91.0
2022-06-14 13:00:00,0.0,24.3,29.0,330.0,1018.2,7.4,0.327586,76.0
2022-06-14 14:00:00,0.0,24.1,30.4,350.0,1018.2,11.1,0.293103,69.0
2022-06-14 15:00:00,0.0,22.6,32.2,287.0,1017.9,8.3,0.241379,57.0
2022-06-14 16:00:00,0.0,22.2,33.7,270.0,1017.6,6.5,0.189655,51.0
2022-06-14 17:00:00,0.0,23.1,33.4,300.0,1017.1,5.5,0.137931,55.0
2022-06-14 18:00:00,0.0,22.0,34.2,230.0,1016.7,7.4,0.12069,49.0
2022-06-14 19:00:00,0.0,21.6,34.9,270.0,1016.2,11.1,0.12069,46.0
2022-06-14 20:00:00,0.0,20.8,37.0,257.0,1015.2,4.0,0.206897,39.0
2022-06-14 21:00:00,1.1,21.7,33.2,214.0,1014.5,15.8,0.189655,51.0
2022-06-14 22:00:00,2.6,23.9,29.0,80.0,1015.7,14.8,0.206897,74.0
2022-06-14 23:00:00,0.0,21.7,23.8,0.0,1016.3,0.0,0.396552,88.0
2022-06-15 00:00:00,0.0,22.9,28.0,256.0,1016.3,6.5,0.362069,74.0
2022-06-15 01:00:00,0.0,23.0,27.0,261.0,1016.8,7.6,0.344828,79.0
2022-06-15 02:00:00,0.0,21.4,23.3,0.0,1016.9,0.0,0.327586,89.0
2022-06-15 03:00:00,0.0,22.0,23.6,80.0,1017.4,9.3,0.327586,91.0
2022-06-15 04:00:00,0.0,22.4,23.4,0.0,1016.7,0.0,0.310345,94.0
2022-06-15 05:00:00,0.0,23.8,27.6,237.0,1016.7,9.7,0.275862,80.0
2022-06-15 06:00:00,0.0,24.0,26.9,240.0,1016.4,7.9,0.258621,84.0
2022-06-15 07:00:00,0.0,22.8,23.3,0.0,1016.2,0.0,0.241379,97.0
2022-06-15 08:00:00,0.0,22.7,23.2,0.0,1016.2,0.0,0.241379,97.0
2022-06-15 09:00:00,0.0,22.7,23.4,0.0,1016.3,0.0,0.206897,96.0
2022-06-15 10:00:00,0.0,22.5,23.2,0.0,1016.2,0.0,0.224138,96.0
2022-06-15 11:00:00,0.0,23.5,24.2,316.0,1016.4,5.4,0.241379,96.0
2022-06-15 12:00:00,0.0,22.7,24.3,0.0,1016.9,0.0,0.293103,91.0
2022-06-15 13:00:00,0.0,21.4,27.6,30.0,1017.3,9.3,0.310345,69.0
2022-06-15 14:00:00,0.0,20.6,29.4,360.0,1017.6,7.4,0.224138,59.0
2022-06-15 15:00:00,0.0,22.0,30.9,43.0,1017.7,1.8,0.172414,59.0
2022-06-15 16:00:00,0.0,21.6,33.1,72.0,1017.3,1.8,0.103448,51.0
2022-06-15 17:00:00,0.0,21.8,34.8,92.0,1016.8,3.2,0.103448,47.0
2022-06-15 18:00:00,0.0,22.1,33.6,70.0,1016.1,7.4,0.086207,51.0
2022-06-15 19:00:00,0.0,21.7,36.3,107.0,1015.6,4.0,0.068966,43.0
2022-06-15 20:00:00,0.0,20.8,36.6,107.0,1014.9,4.3,0.051724,40.0
2022-06-15 21:00:00,0.0,22.1,34.4,70.0,1014.2,11.1,0.103448,49.0
2022-06-15 22:00:00,0.0,21.6,35.3,120.0,1014.2,9.3,0.155172,45.0
2022-06-15 23:00:00,1.8,21.8,34.4,170.0,1015.5,5.5,0.224138,48.0
2022-06-16 00:00:00,4.0,22.8,30.9,240.0,1016.6,7.4,0.310345,62.0
2022-06-16 01:00:00,0.3,23.8,25.9,43.0,1015.9,4.7,0.37931,88.0
2022-06-16 02:00:00,4.9,24.5,29.4,190.0,1018.0,9.3,0.413793,75.0
2022-06-16 03:00:00,4.3,22.9,29.2,240.0,1017.8,9.3,0.413793,69.0
2022-06-16 04:00:00,0.0,22.6,27.7,0.0,1017.6,0.0,0.37931,74.0
2022-06-16 05:00:00,0.0,22.9,27.3,0.0,1017.3,0.0,0.344828,77.0
2022-06-16 06:00:00,0.0,23.2,26.1,324.0,1017.5,4.7,0.327586,84.0
2022-06-16 07:00:00,0.0,19.9,25.8,0.0,1017.3,0.0,0.310345,70.0
2022-06-16 08:00:00,0.0,20.2,24.9,10.0,1017.3,5.5,0.293103,75.0
2022-06-16 09:00:00,0.0,23.5,25.1,337.0,1017.6,5.0,0.258621,91.0
2022-06-16 10:00:00,0.0,21.0,24.5,50.0,1018.2,5.5,0.258621,81.0
2022-06-16 11:00:00,0.0,23.1,24.7,25.0,1018.1,1.4,0.275862,91.0
2022-06-16 12:00:00,0.0,21.2,26.4,90.0,1018.6,5.5,0.327586,73.0
2022-06-16 13:00:00,0.0,22.4,29.4,120.0,1019.0,5.5,0.310345,66.0
2022-06-16 14:00:00,0.0,23.2,32.2,0.0,1019.2,0.0,0.275862,59.0
2022-06-16 15:00:00,0.0,22.8,32.7,27.0,1019.1,2.5,0.172414,56.0
2022-06-16 16:00:00,0.0,21.3,34.6,150.0,1018.6,5.5,0.12069,46.0
2022-06-16 17:00:00,0.0,21.4,35.5,52.0,1018.2,7.6,0.137931,44.0
2022-06-16 18:00:00,0.0,20.7,36.5,51.0,1017.7,9.7,0.189655,40.0
2022-06-16 19:00:00,0.0,21.5,36.1,0.0,1016.9,0.0,0.189655,43.0
2022-06-16 20:00:00,0.0,19.9,37.5,49.0,1016.2,10.1,0.12069,36.0
2022-06-16 21:00:00,0.0,21.9,36.9,40.0,1016.0,11.1,0.172414,42.0
2022-06-16 22:00:00,0.5,23.6,33.9,50.0,1015.9,7.4,0.241379,55.0
2022-06-16 23:00:00,0.4,22.8,32.7,120.0,1017.3,14.8,0.258621,56.0
2022-06-17 00:00:00,0.0,22.3,27.1,242.0,1017.6,10.1,0.431034,75.0
2022-06-17 01:00:00,0.0,22.4,26.6,230.0,1017.8,6.5,0.448276,78.0
2022-06-17 02:00:00,0.0,20.7,25.9,240.0,1019.3,20.4,0.448276,73.0
2022-06-17 03:00:00,0.0,18.2,25.2,170.0,1020.0,11.1,0.431034,65.0
2022-06-17 04:00:00,0.0,19.1,24.2,0.0,1019.8,0.0,0.396552,73.0
2022-06-17 05:00:00,0.0,18.9,24.0,0.0,1019.3,0.0,0.344828,73.0
2022-06-17 06:00:00,0.0,23.4,24.3,88.0,1018.6,4.0,0.310345,95.0
2022-06-17 07:00:00,0.0,20.5,23.8,0.0,1018.4,0.0,0.293103,82.0
2022-06-17 08:00:00,0.0,20.4,23.7,60.0,1018.0,5.5,0.275862,82.0
2022-06-17 09:00:00,0.0,20.2,23.4,20.0,1018.1,5.5,0.258621,82.0
2022-06-17 10:00:00,0.0,23.8,24.1,181.0,1018.0,5.0,0.275862,98.0
2022-06-17 11:00:00,0.0,23.8,24.0,258.0,1017.9,3.2,0.293103,99.0
2022-06-17 12:00:00,0.0,21.3,25.0,120.0,1018.1,7.4,0.310345,80.0
2022-06-17 13:00:00,0.0,22.7,27.5,150.0,1018.2,7.4,0.310345,75.0
2022-06-17 14:00:00,0.0,24.3,29.2,350.0,1018.1,1.4,0.293103,75.0
2022-06-17 15:00:00,0.0,24.2,31.1,292.0,1017.8,3.2,0.206897,67.0
2022-06-17 16:00:00,0.0,21.5,32.0,330.0,1017.6,9.3,0.12069,54.0
2022-06-17 17:00:00,0.0,21.1,33.2,20.0,1017.1,11.1,0.086207,49.0
2022-06-17 18:00:00,0.0,20.8,34.0,360.0,1016.5,9.3,0.086207,46.0
2022-06-17 19:00:00,0.0,20.4,35.2,330.0,1015.8,5.5,0.017241,42.0
2022-06-17 20:00:00,0.0,22.3,35.3,213.0,1014.9,4.3,0.017241,47.0
2022-06-17 21:00:00,0.1,19.9,35.1,260.0,1014.2,7.4,0.068966,41.0
2022-06-17 22:00:00,0.9,20.4,35.2,350.0,1014.2,9.3,0.12069,42.0
2022-06-17 23:00:00,1.8,23.0,29.3,303.0,1014.5,10.4,0.206897,69.0
2022-06-18 00:00:00,0.0,23.9,27.7,310.0,1014.5,10.4,0.293103,80.0
2022-06-18 01:00:00,0.0,21.2,30.7,0.0,1014.1,0.0,0.37931,57.0
2022-06-18 02:00:00,0.0,21.2,29.5,0.0,1014.1,0.0,0.396552,61.0
2022-06-18 03:00:00,0.0,21.4,28.1,0.0,1014.5,0.0,0.396552,67.0
2022-06-18 04:00:00,0.0,22.5,27.8,233.0,1014.6,10.4,0.362069,73.0
2022-06-18 05:00:00,0.0,22.2,26.6,257.0,1014.7,13.0,0.327586,77.0
2022-06-18 06:00:00,0.0,22.1,25.6,260.0,1014.6,12.2,0.310345,81.0
2022-06-18 07:00:00,0.0,24.1,26.6,280.0,1014.0,7.4,0.293103,86.0
2022-06-18 08:00:00,0.0,25.1,26.5,0.0,1014.0,0.0,0.275862,92.0
2022-06-18 09:00:00,0.0,23.1,24.5,311.0,1013.8,5.4,0.258621,92.0
2022-06-18 10:00:00,0.0,25.0,26.0,0.0,1013.8,0.0,0.241379,94.0
2022-06-18 11:00:00,0.0,22.8,24.4,278.0,1014.3,6.8,0.241379,91.0
2022-06-18 12:00:00,0.0,21.4,29.2,340.0,1014.5,7.4,0.224138,63.0
2022-06-18 13:00:00,0.0,20.5,30.6,0.0,1014.7,0.0,0.206897,55.0
2022-06-18 14:00:00,0.0,19.9,31.9,10.0,1014.3,11.1,0.155172,49.0
2022-06-18 15:00:00,0.0,21.7,33.2,307.0,1014.0,10.8,0.103448,51.0
2022-06-18 16:00:00,0.0,18.9,33.6,350.0,1013.7,16.7,0.034483,42.0
2022-06-18 17:00:00,0.0,20.0,35.2,20.0,1013.2,13.0,-0.068966,41.0
2022-06-18 18:00:00,0.0,19.3,35.3,360.0,1012.6,16.7,-0.103448,39.0
2022-06-18 19:00:00,0.0,18.6,37.0,311.0,1012.1,16.6,-0.086207,34.0
2022-06-18 20:00:00,0.0,19.8,35.9,330.0,1011.3,16.7,-0.034483,39.0
2022-06-18 21:00:00,0.0,19.1,36.1,330.0,1010.7,14.8,0.0,37.0
2022-06-18 22:00:00,0.0,19.0,35.0,340.0,1010.2,9.3,0.068966,39.0
2022-06-18 23:00:00,0.0,19.5,33.8,10.0,1010.0,13.0,0.172414,43.0
2022-06-19 00:00:00,0.0,16.5,34.7,0.0,1010.4,13.0,0.310345,34.0
2022-06-19 01:00:00,0.0,17.9,31.6,360.0,1010.9,9.3,0.396552,44.0
2022-06-19 02:00:00,0.0,18.1,30.3,360.0,1011.5,9.3,0.413793,48.0
2022-06-19 03:00:00,0.0,18.7,28.9,10.0,1012.3,9.3,0.413793,54.0
2022-06-19 04:00:00,0.0,18.6,28.2,360.0,1012.6,11.1,0.37931,56.0
2022-06-19 05:00:00,0.0,17.8,28.3,359.0,1013.0,10.4,0.344828,53.0
