DT,dwpt,prcp,rhum,temp,wdir,wspd,Amity
10/24/2022 21:00,11,0.3,89,12.8,220,11.2,0.455644
10/24/2022 22:00,11.7,0.3,84,14.4,0,0,0.435843
10/24/2022 23:00,10.7,0.5,84,13.3,260,13,0.452649
10/25/2022 0:00,8.9,0.5,77,12.8,270,18.4,0.534435
10/25/2022 1:00,9.4,0.3,86,11.7,240,14.8,0.55476
10/25/2022 2:00,8.3,0,89,10,240,13,0.526744
10/25/2022 3:00,8.3,0,89,10,240,13,0.489584
10/25/2022 4:00,6.7,0,93,7.8,0,0,0.456612
10/25/2022 5:00,7.2,0,93,8.3,0,0,0.397782
10/25/2022 6:00,7.8,0,93,8.9,240,7.6,0.349022
10/25/2022 7:00,7.8,0.5,93,8.9,240,7.6,0.331681
10/25/2022 8:00,7.2,0,96,7.8,270,5.4,0.311319
10/25/2022 9:00,7.2,0,96,7.8,270,5.4,0.313936
10/25/2022 10:00,5,0,96,5.6,0,0,0.320275
10/25/2022 11:00,5.7,0,97,6.1,360,5.4,0.347396
10/25/2022 12:00,5.6,0,100,5.6,0,0,0.399674
10/25/2022 13:00,5.7,0,97,6.1,230,5.4,0.487008
10/25/2022 14:00,5.7,0,97,6.1,230,5.4,0.5383
10/25/2022 15:00,5.7,0,97,6.1,0,0,0.547754
10/25/2022 16:00,6.7,0,100,6.7,0,0,0.528439
10/25/2022 17:00,8.3,0,100,8.3,200,5.4,0.490591
10/25/2022 18:00,9.4,0,96,10,210,5.4,0.485061
10/25/2022 19:00,9.4,0,80,12.8,210,20.5,0.443252
10/25/2022 20:00,9.4,0,80,12.8,210,20.5,0.470258
10/25/2022 21:00,8.9,0,77,12.8,190,22.3,0.488091
10/25/2022 22:00,8.3,0.5,77,12.2,190,29.5,0.50715
10/25/2022 23:00,8.9,0.3,89,10.6,180,13,0.553814
10/26/2022 0:00,8.9,2.8,89,10.6,180,13,0.593146
10/26/2022 1:00,6.1,0.7,89,7.8,210,16.6,0.600256
10/26/2022 2:00,6.1,2.3,89,7.8,210,16.6,0.546512
10/26/2022 3:00,5.7,0,97,6.1,190,7.6,0.521799
10/26/2022 4:00,6.1,0,89,7.8,190,7.6,0.479623
10/26/2022 5:00,5.7,2,97,6.1,180,5.4,0.427072
10/26/2022 6:00,6.1,0.5,89,7.8,0,0,0.376544
10/26/2022 7:00,6.1,2,89,7.8,0,0,0.350712
10/26/2022 8:00,5.7,0,90,7.2,220,18.4,0.348253
10/26/2022 9:00,5.7,0.3,90,7.2,230,14.8,0.351167
10/26/2022 10:00,5.6,0,93,6.7,220,14.8,0.354113
10/26/2022 11:00,5.6,0,93,6.7,4,14.8,0.378137
10/26/2022 12:00,5.6,0,93,6.7,230,14.8,0.429943
10/26/2022 13:00,4.4,0,96,5,110,5.4,0.516644
10/26/2022 14:00,4,0,97,4.4,0,0,0.572141
10/26/2022 15:00,4,0,97,4.4,0,0,0.550612
10/26/2022 16:00,6.7,0,93,7.8,0,0,0.491283
10/26/2022 17:00,6.7,0,93,7.8,0,0,0.430156
10/26/2022 18:00,7.3,0,72,12.2,230,13,0.355841
10/26/2022 19:00,8.3,0,77,12.2,230,9.4,0.444586
10/26/2022 20:00,7.9,0,72,12.8,220,13,0.371255
10/26/2022 21:00,7.9,0,72,12.8,220,13,0.404714
10/26/2022 22:00,6.6,0,66,12.8,250,11.2,0.429118
10/26/2022 23:00,6,0,66,12.2,3,11.2,0.460836
10/27/2022 0:00,7.2,0,77,11.1,240,9.4,0.521946
10/27/2022 1:00,6.1,0,86,8.3,180,11.2,0.554257
10/27/2022 2:00,6.1,0,86,8.3,180,11.2,0.52458
10/27/2022 3:00,6.1,0,89,7.8,140,7.6,0.496175
10/27/2022 4:00,6.8,0,90,8.3,150,11.2,0.461228
10/27/2022 5:00,6.1,0,96,6.7,120,5.4,0.413053
10/27/2022 6:00,6.1,0,93,7.2,0,0,0.355768
10/27/2022 7:00,6.1,0,93,7.2,0,0,0.344538
10/27/2022 8:00,5.7,0,97,6.1,0,0,0.335708
10/27/2022 9:00,5.7,0,97,6.1,0,0,0.333016
10/27/2022 10:00,5,0,96,5.6,320,5.4,0.344906
10/27/2022 11:00,4.4,0,96,5,10,7.6,0.365614
10/27/2022 12:00,5,0,100,5,0,0,0.428584
10/27/2022 13:00,2.9,0,97,3.3,0,0,0.505939
10/27/2022 14:00,4.4,0,92,5.6,0,0,0.56558
10/27/2022 15:00,4.4,0,92,5.6,0,0,0.551629
10/27/2022 16:00,5.6,0,100,5.6,0,0,0.540064
10/27/2022 17:00,6.1,0,96,6.7,0,0,0.521694
10/27/2022 18:00,7.2,0,96,7.8,0,0,0.455074
10/27/2022 19:00,7.8,0,83,10.6,0,5.4,0.309245
10/27/2022 20:00,7.9,0,72,12.8,290,7.6,0.271731
10/27/2022 21:00,7.9,0,72,12.8,290,7.6,0.29143
10/27/2022 22:00,6.1,0,53,15.6,0,5.4,0.33494
10/27/2022 23:00,6.1,0,53,15.6,185,5.4,0.416051
10/28/2022 0:00,7.3,0,63,14.2,179,4,0.462035
10/28/2022 1:00,5,0,57,13.3,0,0,0.505255
10/28/2022 2:00,6.7,0,77,10.6,0,0,0.481165
10/28/2022 3:00,5.6,0,86,7.8,0,0,0.467797
10/28/2022 4:00,6.8,0,90,8.3,0,0,0.428931
10/28/2022 5:00,6.1,0,93,7.2,0,0,0.392467
10/28/2022 6:00,5.1,0,93,6.1,160,5.4,0.353984
10/28/2022 7:00,6.1,0,93,7.2,0,0,0.333721
10/28/2022 8:00,6.1,0,96,6.7,310,5.4,0.321745
10/28/2022 9:00,6.7,0,93,7.8,0,0,0.319943
10/28/2022 10:00,6.1,0,93,7.2,80,5.4,0.322674
10/28/2022 11:00,5.6,0,93,6.7,320,7.6,0.337123
10/28/2022 12:00,5,0,96,5.6,0,0,0.379871
10/28/2022 13:00,5.7,0,97,6.1,0,0,0.421996
10/28/2022 14:00,6.7,0,93,7.8,340,5.4,0.476852
10/28/2022 15:00,7.2,0,86,9.4,350,7.6,0.507991
10/28/2022 16:00,7.8,0.5,93,8.9,320,7.6,0.528066
10/28/2022 17:00,8.9,2.3,97,9.4,0,0,0.527673
10/28/2022 18:00,9.4,2,96,10,0,0,0.531743
10/28/2022 19:00,9.4,0.8,92,10.6,0,0,0.527316
10/28/2022 20:00,10,0.3,96,10.6,20,5.4,0.511548
10/28/2022 21:00,10,0.3,96,10.6,340,11.2,0.505168
10/28/2022 22:00,10,0.5,96,10.6,0,0,0.491223
10/28/2022 23:00,10,0.3,93,11.1,30,5.4,0.510756
10/29/2022 0:00,10.6,0,93,11.7,0,0,0.535227
10/29/2022 1:00,10.6,0,93,11.7,10,5.4,0.54131
10/29/2022 2:00,10.6,0.3,97,11.1,340,9.4,0.481234
10/29/2022 3:00,10.6,0.5,97,11.1,350,5.4,0.466881
10/29/2022 4:00,10.6,0.5,97,11.1,330,5.4,0.428668
10/29/2022 5:00,10.6,0.5,97,11.1,0,0,0.39199
10/29/2022 6:00,10.6,0.5,97,11.1,0,0,0.3485
10/29/2022 7:00,10.6,0,97,11.1,310,5.4,0.316424
10/29/2022 8:00,10.6,0.5,97,11.1,300,5.4,0.301108
10/29/2022 9:00,10.6,0.5,100,10.6,0,0,0.289112
10/29/2022 10:00,10,0.8,96,10.6,330,9.4,0.290783
10/29/2022 11:00,10.6,1.5,100,10.6,340,7.6,0.297038
10/29/2022 12:00,10,0,96,10.6,350,7.6,0.323173
10/29/2022 13:00,10.6,0,100,10.6,350,5.4,0.354929
10/29/2022 14:00,10.6,0.3,100,10.6,350,5.4,0.391114
10/29/2022 15:00,10,0.5,96,10.6,10,7.6,0.444341
10/29/2022 16:00,10.6,0.3,100,10.6,340,5.4,0.469193
10/29/2022 17:00,10.6,0.5,97,11.1,360,7.6,0.461071
10/29/2022 18:00,11.1,0,96,11.7,0,0,0.475545
10/29/2022 19:00,11.1,0.5,93,12.2,0,0,0.447612
10/29/2022 20:00,11.7,0.3,93,12.8,10,5.4,0.42263
10/29/2022 21:00,11.7,0.3,90,13.3,0,0,0.396237
10/29/2022 22:00,12.2,0,93,13.3,0,0,0.406741
10/29/2022 23:00,11.8,0,87,13.9,0,0,0.427118
10/30/2022 0:00,12.3,0,90,13.9,0,0,0.43699
10/30/2022 1:00,12.3,0,90,13.9,0,0,0.453026
10/30/2022 2:00,12.8,0,97,13.3,0,0,0.436907
10/30/2022 3:00,12.8,0,97,13.3,0,0,0.424037
10/30/2022 4:00,12.2,0,96,12.8,0,0,0.400863
10/30/2022 5:00,12.2,0,96,12.8,250,5.4,0.368174
10/30/2022 6:00,11.7,0,97,12.2,240,7.6,0.336216
10/30/2022 7:00,11.7,0,97,12.2,0,0,0.314099
10/30/2022 8:00,9.9,0,89,11.7,240,5.4,0.298874
10/30/2022 9:00,10,0,93,11.1,250,5.4,0.287896
10/30/2022 10:00,9.4,0,89,11.1,240,11.2,0.286707
10/30/2022 11:00,8.3,0,89,10,240,11.2,0.291335
10/30/2022 12:00,8.3,0,89,10,240,14.8,0.310431
10/30/2022 13:00,7.8,0,86,10,240,7.6,0.343566
10/30/2022 14:00,8.3,0,89,10,0,0,0.378639
10/30/2022 15:00,8.3,0,93,9.4,180,9.4,0.423926
10/30/2022 16:00,8.3,0,89,10,240,5.4,0.460751
10/30/2022 17:00,8.9,0,83,11.7,210,9.4,0.438302
10/30/2022 18:00,9.4,0,86,11.7,240,9.4,0.460213
10/30/2022 19:00,8.9,0,77,12.8,200,11.2,0.44361
10/30/2022 20:00,9.4,0,77,13.3,230,9.4,0.45786
10/30/2022 21:00,9.3,0,74,13.9,250,9.4,0.438157
10/30/2022 22:00,9.4,0,72,14.4,210,14.8,0.446807
10/30/2022 23:00,9.9,0,77,13.9,220,11.2,0.465943
10/31/2022 0:00,9.4,0,77,13.3,220,11.2,0.500727
10/31/2022 1:00,9.4,0,80,12.8,190,11.2,0.519118
10/31/2022 2:00,9.4,0,83,12.2,200,9.4,0.511904
10/31/2022 3:00,9.4,0,83,12.2,0,0,0.478038
10/31/2022 4:00,9.4,0,80,12.8,220,11.2,0.434741
10/31/2022 5:00,8.9,0,77,12.8,200,18.4,0.379275
10/31/2022 6:00,9.4,0,80,12.8,210,14.8,0.328357
10/31/2022 7:00,9.4,0,80,12.8,190,16.6,0.312604
10/31/2022 8:00,9.4,0,80,12.8,200,14.8,0.287825
10/31/2022 9:00,9.4,0,77,13.3,190,18.4,0.285036
10/31/2022 10:00,9.4,0,77,13.3,190,14.8,0.300336
10/31/2022 11:00,9.4,0,80,12.8,170,18.4,0.309988
10/31/2022 12:00,9.9,0.2,80,13.3,190,18.4,0.359463
10/31/2022 13:00,9.4,0,83,12.2,160,22.3,0.44534
10/31/2022 14:00,10.6,1,93,11.7,170,11.2,0.470466
10/31/2022 15:00,10.6,1.5,93,11.7,220,13,0.484009
10/31/2022 16:00,11.1,1,96,11.7,190,22.3,0.489058
10/31/2022 17:00,11.7,0.5,97,12.2,190,14.8,0.493844
10/31/2022 18:00,11.7,0.3,93,12.8,180,13,0.480089
10/31/2022 19:00,11.7,1.6,93,12.8,210,9.4,0.465941
10/31/2022 20:00,11.7,0.5,93,12.8,200,14.8,0.468222
10/31/2022 21:00,12.2,0.5,93,13.3,220,9.4,0.478274
10/31/2022 22:00,12.2,0.3,93,13.3,220,9.4,0.477091
10/31/2022 23:00,10,0.3,93,11.1,220,7.6,0.494929
11/1/2022 0:00,10,0.7,93,11.1,220,7.6,0.494386
11/1/2022 1:00,10,0.5,93,11.1,190,5.4,0.489151
11/1/2022 2:00,9.4,0.9,92,10.6,230,13,0.438292
11/1/2022 3:00,9.4,0.8,92,10.6,230,13,0.441511
11/1/2022 4:00,8.9,1.3,97,9.4,0,0,0.426257
11/1/2022 5:00,9.4,1,96,10,0,0,0.3744
11/1/2022 6:00,9.4,0.8,96,10,0,0,0.342222
11/1/2022 7:00,7.8,1.2,93,8.9,330,14.8,0.321953
11/1/2022 8:00,7.8,1.5,93,8.9,330,14.8,0.311178
11/1/2022 9:00,7.2,0.8,93,8.3,360,11.2,0.320932
11/1/2022 10:00,6.7,0.3,93,7.8,350,11.2,0.317875
11/1/2022 11:00,5.7,0.4,90,7.2,0,0,0.338837
11/1/2022 12:00,6.8,0.3,97,7.2,0,0,0.393856
11/1/2022 13:00,6.8,0,97,7.2,0,0,0.468614
11/1/2022 14:00,6.8,0,97,7.2,0,0,0.53503
11/1/2022 15:00,6.7,0.1,100,6.7,0,0,0.529639
11/1/2022 16:00,6.1,0,93,7.2,240,7.6,0.542621
11/1/2022 17:00,6.1,0,93,7.2,240,7.6,0.524548
11/1/2022 18:00,6.8,0,90,8.3,220,11.2,0.497068
11/1/2022 19:00,6.1,0,86,8.3,210,9.4,0.441944
11/1/2022 20:00,6.7,0,83,9.4,220,11.2,0.395467
11/1/2022 21:00,6.2,0,74,10.6,220,7.6,0.322653
11/1/2022 22:00,5,0,86,7.2,260,14.8,0.482077
11/1/2022 23:00,5.7,0.5,90,7.2,3,0,0.534987
11/2/2022 0:00,5.7,0,90,7.2,240,9.4,0.55654
11/2/2022 1:00,5,0,89,6.7,240,9.4,0.588744
11/2/2022 2:00,5,1.3,89,6.7,250,18.4,0.558702
11/2/2022 3:00,3.9,0.3,89,5.6,200,11.2,0.535177
11/2/2022 4:00,3.9,0,89,5.6,200,11.2,0.493602
11/2/2022 5:00,4.4,1,92,5.6,230,22.3,0.448349
11/2/2022 6:00,2.2,0,96,2.8,0,0,0.412953
11/2/2022 7:00,2.2,0,96,2.8,0,0,0.386866
11/2/2022 8:00,2.2,0,96,2.8,260,7.6,0.390033
11/2/2022 9:00,3.3,0,89,5,0,14.8,0.387925
11/2/2022 10:00,2.3,0.2,89,3.9,180,14.8,0.400757
11/2/2022 11:00,2.3,0,89,3.9,180,14.8,0.43692
11/2/2022 12:00,2.9,0.3,93,3.9,180,13,0.498379
11/2/2022 13:00,2.3,1.3,93,3.3,160,7.6,0.57069
11/2/2022 14:00,2.3,0,93,3.3,160,7.6,0.630151
11/2/2022 15:00,3.4,0,93,4.4,100,5.4,0.625542
11/2/2022 16:00,3.3,2.5,89,5,200,11.2,0.610885
11/2/2022 17:00,3.9,1.3,86,6.1,4,11.2,0.510929
11/2/2022 18:00,4.4,0,89,6.1,230,9.4,0.55189
11/2/2022 19:00,4.3,0.5,82,7.2,200,16.6,0.53992
11/2/2022 20:00,4.3,0.1,82,7.2,200,16.6,0.533104
11/2/2022 21:00,4.3,0.2,76,8.3,220,11.2,0.460585
11/2/2022 22:00,3.9,0,71,8.9,200,7.6,0.519398
11/2/2022 23:00,4.3,0,82,7.2,3,7.6,0.560789
11/3/2022 0:00,4.4,0,85,6.7,200,9.4,0.622631
11/3/2022 1:00,4.4,0,85,6.7,200,7.6,0.666718
11/3/2022 2:00,4.4,0,85,6.7,200,7.6,0.621877
11/3/2022 3:00,3.3,0,96,3.9,190,7.6,0.58207
11/3/2022 4:00,3.3,0,96,3.9,190,7.6,0.547432
11/3/2022 5:00,2.8,0,100,2.8,2,0,0.490634
11/3/2022 6:00,2.8,0,100,2.8,270,5.4,0.438148
11/3/2022 7:00,2.9,0,97,3.3,310,5.4,0.417359
11/3/2022 8:00,2.9,0,93,3.9,0,0,0.40181
11/3/2022 9:00,4,0,97,4.4,250,5.4,0.408308
11/3/2022 10:00,4,0,97,4.4,250,5.4,0.419723
11/3/2022 11:00,2.9,0,93,3.9,280,11.2,0.43972
11/3/2022 12:00,2.9,0,93,3.9,0,0,0.505162
11/3/2022 13:00,2.9,0,93,3.9,0,0,0.576292
11/3/2022 14:00,3.3,0,96,3.9,0,0,0.634315
11/3/2022 15:00,3.3,0,96,3.9,0,0,0.634175
11/3/2022 16:00,3.3,0,96,3.9,0,0,0.643701
11/3/2022 17:00,4,0,93,5,0,0,0.615316
11/3/2022 18:00,3.9,0,86,6.1,0,0,0.572599
11/3/2022 19:00,5,0,86,7.2,220,5.4,0.545567
11/3/2022 20:00,5,0.1,86,7.2,220,5.4,0.46917
11/3/2022 21:00,5.1,0,77,8.9,160,13,0.518151
11/3/2022 22:00,3.9,0,71,8.9,170,18.4,0.550006
11/3/2022 23:00,4.4,0,79,7.8,5,18.4,0.599385
11/4/2022 0:00,5,0.3,86,7.2,170,20.5,0.609531
11/4/2022 1:00,4,0.3,80,7.2,170,18.4,0.647805
11/4/2022 2:00,4,0.6,80,7.2,170,18.4,0.600335
11/4/2022 3:00,4.3,0,82,7.2,190,27.7,0.56531
11/4/2022 4:00,4.4,0,79,7.8,190,27.7,0.527997
11/4/2022 5:00,4.4,0,79,7.8,190,31.7,0.481662
11/4/2022 6:00,4.4,0,79,7.8,190,25.9,0.439888
11/4/2022 7:00,6.1,0.3,93,7.2,170,14.8,0.418038
11/4/2022 8:00,6.1,0.3,93,7.2,170,14.8,0.395507
11/4/2022 9:00,6.7,1.6,93,7.8,170,25.9,0.388122
11/4/2022 10:00,7.2,0.5,89,8.9,170,22.3,0.39747
11/4/2022 11:00,7.2,0.5,89,8.9,170,22.3,0.416495
11/4/2022 12:00,7.8,1,93,8.9,160,24.1,0.45923
11/4/2022 13:00,9.4,3.3,92,10.6,190,22.3,0.500338
11/4/2022 14:00,9.4,2.3,89,11.1,190,29.5,0.556469
11/4/2022 15:00,9.4,2.5,89,11.1,190,29.5,0.558078
11/4/2022 16:00,10.6,2.3,93,11.7,190,27.7,0.563159
11/4/2022 17:00,11.7,3,93,12.8,190,31.7,0.553451
11/4/2022 18:00,11.7,1.5,90,13.3,200,31.7,0.568963
11/4/2022 19:00,11.7,0.3,90,13.3,200,31.7,0.551631
11/4/2022 20:00,11.7,2.3,90,13.3,200,31.7,0.554712
11/4/2022 21:00,12.3,5.3,90,13.9,190,37.1,0.541809
11/4/2022 22:00,12.8,5.1,93,13.9,200,29.5,0.51094
11/4/2022 23:00,12.8,2.3,93,13.9,4,29.5,0.513071
11/5/2022 0:00,12.8,2.8,93,13.9,190,14.8,0.51783
11/5/2022 1:00,12.8,0.5,93,13.9,200,22.3,0.529268
11/5/2022 2:00,12.8,4.6,93,13.9,200,22.3,0.509065
11/5/2022 3:00,12.2,6.1,93,13.3,200,18.4,0.486917
11/5/2022 4:00,12.2,4.6,93,13.3,200,18.4,0.433124
11/5/2022 5:00,12.2,0.2,93,13.3,200,24.1,0.395637
11/5/2022 6:00,12.8,1.5,90,14.4,210,22.3,0.3544
11/5/2022 7:00,10.6,0.5,78,14.4,270,18.4,0.321981
11/5/2022 8:00,7.3,0.2,69,12.8,270,18.4,0.301806
11/5/2022 9:00,5,0,66,11.1,300,24.1,0.300244
11/5/2022 10:00,3.8,0,63,10.6,300,7.6,0.311691
11/5/2022 11:00,3.8,0,63,10.6,270,7.6,0.31793
11/5/2022 12:00,5.6,0,83,8.3,230,14.8,0.349348
11/5/2022 13:00,5.6,0.3,86,7.8,210,11.2,0.382017
11/5/2022 14:00,5.6,0,83,8.3,210,13,0.442827
11/5/2022 15:00,5.6,0,83,8.3,210,13,0.50864
11/5/2022 16:00,5.6,0,80,8.9,200,16.6,0.534665
11/5/2022 17:00,6.2,0,83,8.9,220,16.6,0.52652
11/5/2022 18:00,6.1,0,80,9.4,210,16.6,0.531098
11/5/2022 19:00,6.1,0,80,9.4,240,16.6,0.496351
11/5/2022 20:00,6.1,0,80,9.4,240,16.6,0.46609
11/5/2022 21:00,5.6,0,77,9.4,230,16.6,0.455777
11/5/2022 22:00,6.1,0,80,9.4,230,13,0.476261
11/5/2022 23:00,5.6,0,80,8.9,230,9.4,0.499142
11/6/2022 0:00,5,0,86,7.2,230,11.2,0.520736
11/6/2022 1:00,5,0,86,7.2,230,11.2,0.539325
11/6/2022 2:00,5.6,0,93,6.7,0,0,0.523942
11/6/2022 3:00,5.7,0,90,7.2,0,0,0.527402
11/6/2022 4:00,5.1,0,93,6.1,160,7.6,0.493471
11/6/2022 5:00,5.1,0,93,6.1,160,7.6,0.448901
11/6/2022 6:00,5.1,0,83,7.8,200,13,0.411926
11/6/2022 7:00,5.6,0.1,86,7.8,190,13,0.395947
11/6/2022 8:00,5.7,0.2,90,7.2,150,20.5,0.380442
11/6/2022 9:00,5.1,0,80,8.3,180,24.1,0.374273
11/6/2022 10:00,5.6,0,83,8.3,180,24.1,0.367194
11/6/2022 11:00,5.6,0.3,83,8.3,180,24.1,0.370877
11/6/2022 12:00,5.6,1.3,86,7.8,180,25.9,0.403244
11/6/2022 13:00,5.7,1.3,90,7.2,180,27.7,0.431538
11/6/2022 14:00,5.7,1.5,90,7.2,180,27.7,0.47799
11/6/2022 15:00,3.8,0.7,82,6.7,280,11.2,0.525345
11/6/2022 16:00,3.9,5.6,89,5.6,280,7.6,0.572803
11/6/2022 17:00,5,1.8,96,5.6,180,5.4,0.598208
11/6/2022 18:00,4.4,0.5,96,5,140,14.8,0.599544
11/6/2022 19:00,4.4,0.5,96,5,140,14.8,0.606663
11/6/2022 20:00,3.4,0.3,93,4.4,130,14.8,0.611572
11/6/2022 21:00,3.3,0.5,96,3.9,150,7.6,0.619106
11/6/2022 22:00,4.4,0.5,100,4.4,0,0,0.612323
11/6/2022 23:00,3.3,0.8,96,3.9,320,7.6,0.605207
11/7/2022 0:00,3.3,0.8,96,3.9,320,7.6,0.621538
11/7/2022 1:00,3.3,0.5,100,3.3,310,5.4,0.663772
11/7/2022 2:00,2.8,0.3,100,2.8,0,0,0.66169
11/7/2022 3:00,3.3,1.1,100,3.3,220,7.6,0.642715
11/7/2022 4:00,3.3,0,100,3.3,220,7.6,0.6065
11/7/2022 5:00,3.3,1,100,3.3,200,7.6,0.560649
11/7/2022 6:00,3.3,0.9,100,3.3,200,9.4,0.507195
11/7/2022 7:00,2.2,1.3,100,2.2,210,5.4,0.465883
11/7/2022 8:00,2.2,0.5,100,2.2,210,5.4,0.438669
11/7/2022 9:00,2.8,0,100,2.8,130,5.4,0.441759
11/7/2022 10:00,2.8,0,100,2.8,130,5.4,0.440394
11/7/2022 11:00,2.2,0,96,2.8,170,13,0.45104
11/7/2022 12:00,2.3,0.3,89,3.9,170,16.6,0.483952
11/7/2022 13:00,2.3,0.3,89,3.9,170,16.6,0.560752
11/7/2022 14:00,2.3,0,86,4.4,170,18.4,0.646709
11/7/2022 15:00,2.3,0,86,4.4,170,18.4,0.696305
11/7/2022 16:00,2.3,0,86,4.4,170,27.7,0.691179
11/7/2022 17:00,2.3,0.3,86,4.4,170,27.7,0.650405
11/7/2022 18:00,2.8,0,82,5.6,160,29.5,0.702074
11/7/2022 19:00,2.3,1.3,86,4.4,170,24.1,0.709493
11/7/2022 20:00,3.3,0.3,89,5,160,18.4,0.668084
11/7/2022 21:00,3.3,0.3,82,6.1,170,22.3,0.655263
11/7/2022 22:00,3.3,0.1,82,6.1,160,24.1,0.665218
11/7/2022 23:00,3.3,0,85,5.6,160,18.4,0.66415
11/8/2022 0:00,3.3,0.3,89,5,170,13,0.69992
11/8/2022 1:00,3.3,0.5,89,5,170,13,0.738435
11/8/2022 2:00,2.7,0,89,4.4,140,14.8,0.742077
11/8/2022 3:00,2.7,0,89,4.4,140,14.8,0.683386
11/8/2022 4:00,2.9,0,93,3.9,90,9.4,0.636679
11/8/2022 5:00,2.3,0,93,3.3,50,7.6,0.573709
11/8/2022 6:00,2.9,0,97,3.3,70,5.4,0.531585
11/8/2022 7:00,1.8,0,97,2.2,340,5.4,0.487205
11/8/2022 8:00,2.2,0,96,2.8,340,5.4,0.464458
11/8/2022 9:00,0.7,0.2,97,1.1,0,0,0.468227
11/8/2022 10:00,0.7,0,97,1.1,0,0,0.462735
11/8/2022 11:00,2.3,0,93,3.3,360,7.6,0.462101
11/8/2022 12:00,2.2,0,96,2.8,360,7.6,0.491622
11/8/2022 13:00,1.8,0,97,2.2,360,9.4,0.561861
11/8/2022 14:00,1.7,0,100,1.7,340,7.6,0.660096
11/8/2022 15:00,1.7,0,100,1.7,340,7.6,0.70467
11/8/2022 16:00,2.3,0,93,3.3,350,14.8,0.626734
11/8/2022 17:00,4.3,0,82,7.2,5,14.8,0.518008
11/8/2022 18:00,4.3,0,73,8.9,350,14.8,0.461062
11/8/2022 19:00,4.3,0,73,8.9,350,14.8,0.42963
11/8/2022 20:00,3.9,0,61,11.1,10,20.5,0.400949
11/8/2022 21:00,3.4,0,59,11.1,30,16.6,0.398587
11/8/2022 22:00,2.1,0,58,10,30,16.6,0.50227
11/8/2022 23:00,1.7,0,63,8.3,30,20.5,0.544767
11/9/2022 0:00,1.7,0,63,8.3,30,20.5,0.59898
11/9/2022 1:00,1.2,0,68,6.7,20,14.8,0.659801
11/9/2022 2:00,0.6,0,68,6.1,5,14.8,0.647798
11/9/2022 3:00,0,0,70,5,10,13,0.619624
11/9/2022 4:00,-0.7,0,64,5.6,10,20.5,0.591321
11/9/2022 5:00,-0.7,0,64,5.6,10,20.5,0.553615
11/9/2022 6:00,0.6,0,79,3.9,10,14.8,0.516221
11/9/2022 7:00,0,0,79,3.3,360,13,0.472649
11/9/2022 8:00,0,0,79,3.3,360,16.6,0.454027
11/9/2022 9:00,-0.5,0,76,3.3,350,14.8,0.450762
11/9/2022 10:00,-0.5,0,76,3.3,350,14.8,0.449716
11/9/2022 11:00,-1.6,0,85,0.6,340,5.4,0.467952
11/9/2022 12:00,-2.2,0,92,-1.1,0,0,0.513788
11/9/2022 13:00,-1.7,0,96,-1.1,0,0,0.597502
11/9/2022 14:00,-1.7,0,96,-1.1,0,0,0.684153
11/9/2022 15:00,-2.8,0,92,-1.7,0,0,0.754283
11/9/2022 16:00,-0.1,0,85,2.2,150,7.6,0.667833
11/9/2022 17:00,0.1,0,76,3.9,150,11.2,0.561124
11/9/2022 18:00,0.6,0,70,5.6,120,9.4,0.452195
11/9/2022 19:00,0.6,0,70,5.6,120,9.4,0.428228
11/9/2022 20:00,1.2,0,63,7.8,2,9.4,0.388562
11/9/2022 21:00,1.2,0,61,8.3,181,5.4,0.368555
11/9/2022 22:00,1.8,0,59,9.4,160,9.4,0.397346
11/9/2022 23:00,2.7,0,63,9.4,0,0,0.478483
11/10/2022 0:00,2.7,0,63,9.4,0,0,0.546121
11/10/2022 1:00,2.2,0,79,5.6,240,11.2,0.640656
11/10/2022 2:00,0.6,0,89,2.2,240,9.4,0.673987
11/10/2022 3:00,2.3,0,89,3.9,0,0,0.631643
11/10/2022 4:00,1,0,92,2.2,0,0,0.617391
11/10/2022 5:00,1,0,92,2.2,0,0,0.581659
11/10/2022 6:00,-1.7,0,92,-0.6,30,5.4,0.53313
11/10/2022 7:00,-1.7,0,92,-0.6,30,5.4,0.504333
11/10/2022 8:00,-1.1,0,92,0,290,7.6,0.490902
11/10/2022 9:00,-1.1,0,92,0,290,7.6,0.488392
11/10/2022 10:00,-0.6,0,96,0,360,5.4,0.493805
11/10/2022 11:00,0,0,96,0.6,0,0,0.488091
11/10/2022 12:00,-0.1,0,92,1.1,0,0,0.52354
11/10/2022 13:00,0.7,0,97,1.1,0,0,0.573653
11/10/2022 14:00,0.7,0,97,1.1,0,0,0.669973
11/10/2022 15:00,-0.6,0,96,0,0,0,0.715343
11/10/2022 16:00,1.8,0,93,2.8,310,5.4,0.696873
11/10/2022 17:00,1.8,0,93,2.8,310,5.4,0.672079
11/10/2022 18:00,3.3,0,82,6.1,0,0,0.588246
11/10/2022 19:00,3.3,0,82,6.1,0,0,0.455239
11/10/2022 20:00,3.9,0,71,8.9,0,0,0.388027
11/10/2022 21:00,4,0,69,9.4,130,5.4,0.403458
11/10/2022 22:00,3.9,0,66,10,0,0,0.443523
11/10/2022 23:00,3.3,0,63,10,0,0,0.487934
11/11/2022 0:00,3.3,0,63,10,0,0,0.545878
11/11/2022 1:00,2.9,0,86,5,320,5.4,0.61162
11/11/2022 2:00,2.3,0,89,3.9,0,0,0.628359
